100	3
41	1106	0.6
457	1521	0.5
97	2495	0.6
352	773	1.4
190	567	0.9
421	3799	1.0
444	3582	1.2
316	1291	1.1
265	4937	1.4
75	3432	0.6
189	1302	1.1
59	3939	1.5
168	1569	1.5
69	3002	1.0
109	4547	1.5
375	2017	1.1
205	1427	0.8
447	3062	1.0
37	1001	1.2
357	2459	1.0
315	348	0.7
228	770	1.0
370	4967	0.7
266	4601	1.0
306	2025	0.6
441	723	1.4
23	2369	0.9
256	73	1.1
291	858	0.9
461	2427	1.1
138	1332	0.8
411	752	1.0
238	451	1.2
263	3505	0.8
78	2795	1.4
363	1258	1.2
302	1951	1.0
446	3686	1.0
18	1701	1.3
450	1374	0.8
372	1970	0.9
145	2320	1.4
172	3177	0.6
150	25	1.0
487	1217	0.8
186	211	1.0
453	4595	0.6
293	3797	0.7
67	1801	1.5
90	3672	1.5
118	19	1.4
271	2830	0.9
107	4618	1.1
291	386	0.8
186	4294	0.8
224	3420	0.7
270	232	1.5
181	2833	0.9
187	3919	0.8
460	3206	1.1
51	724	0.5
321	111	1.5
29	1918	1.2
69	3433	1.2
425	2915	1.5
460	1456	0.7
36	2048	1.5
478	816	1.1
158	2530	1.4
189	2013	1.4
449	1705	1.5
431	1998	1.0
202	1215	1.4
360	2636	0.8
447	3675	0.9
125	3121	1.4
344	2377	1.2
126	1828	0.9
464	2783	1.2
486	3256	0.6
31	4700	0.9
201	4057	1.3
381	3940	1.3
322	4518	1.0
47	4764	0.6
214	3749	1.0
351	1890	1.0
337	649	1.3
453	2170	1.3
254	4648	1.4
342	4912	1.1
241	4751	1.1
482	3148	1.0
476	2943	1.3
166	1876	1.1
436	4660	1.5
282	590	0.7
364	4159	1.0
57	1249	0.8
16	4781	1.4
57	73	42
88	42	5
75	5	16
79	32	13
9	55	15
89	15	26
77	49	93
31	14	100
93	71	4
31	16	61
91	82	7
62	70	78
73	32	88
72	48	33
89	94	2
45	32	17
92	7	25
90	47	64
64	94	37
5	57	9
56	95	18
42	96	79
88	76	58
62	82	24
43	45	31
43	97	7
1	74	34
40	57	67
29	98	63
79	87	87
93	80	86
47	24	63
16	65	99
92	89	48
22	88	44
9	95	87
42	15	30
60	60	3
58	44	75
50	85	60
54	98	78
71	51	5
75	73	5
38	73	41
48	71	92
44	35	3
78	51	81
70	41	33
24	55	84
89	8	66
19	94	94
5	44	11
90	83	50
55	38	96
47	41	5
41	87	26
39	79	46
69	45	0
73	2	24
29	51	69
50	18	71
90	98	52
89	33	29
24	46	46
32	10	22
13	26	96
19	22	21
69	28	73
57	63	80
30	97	42
44	57	5
10	61	13
3	57	76
73	86	99
75	33	45
36	65	81
61	0	18
71	88	83
20	0	29
43	32	32
18	83	13
28	75	70
24	80	84
20	34	68
70	6	65
62	75	3
8	71	54
48	28	66
82	8	86
93	68	54
13	78	9
22	75	63
45	55	13
58	57	17
57	62	80
74	58	24
60	21	51
13	41	61
8	53	91
10	50	93
