30	3
80	238	1.2
462	250	0.9
80	1067	1.5
202	1227	1.1
136	145	1.4
171	887	0.8
314	669	1.5
287	921	1.1
499	1167	0.8
97	1130	0.6
323	211	1.0
407	847	1.2
433	847	1.4
11	1222	1.5
428	1141	0.5
282	992	1.2
322	336	1.1
413	317	1.5
249	521	1.5
410	1062	1.2
60	40	1.4
53	138	0.6
374	503	1.5
87	187	1.0
257	1137	1.2
388	351	1.1
398	322	0.9
383	187	1.2
192	731	0.8
75	927	0.6
100	85	77
15	23	62
12	55	32
89	82	74
61	33	8
70	81	32
72	75	37
97	65	2
49	12	31
54	82	50
16	67	36
3	11	6
61	55	17
79	52	9
4	70	21
87	100	92
3	10	76
21	5	91
82	50	34
33	65	86
29	65	54
56	33	32
40	52	17
38	15	42
4	82	25
14	3	74
79	66	98
81	83	11
96	80	37
7	1	71
