30	3
90	417	1.3
194	715	1.2
138	1269	0.9
168	1554	1.4
61	1425	0.8
431	415	0.6
126	977	0.8
472	962	0.6
70	522	0.8
395	896	0.7
242	1627	0.7
113	160	0.7
371	305	1.5
430	834	0.8
334	1543	1.1
91	134	1.1
267	468	1.1
327	1643	0.5
375	1123	1.2
285	790	1.4
438	674	1.1
498	320	1.0
277	1311	1.2
435	73	1.2
74	1436	1.2
19	1164	0.6
191	1011	1.0
138	785	0.9
478	90	0.6
379	310	0.8
87	47	17
16	56	64
99	71	13
83	9	9
67	72	29
88	15	85
85	20	87
75	62	47
3	1	61
0	41	64
46	42	83
56	50	84
20	82	85
59	96	27
100	61	59
15	63	9
17	55	95
70	59	2
27	78	21
48	25	99
90	47	36
77	3	6
13	97	41
49	69	19
73	62	6
5	45	52
97	3	97
23	28	98
54	91	18
6	18	40
