50	3
206	323	0.9
119	1488	1.3
482	1243	0.6
108	1827	1.1
182	320	0.8
47	947	1.2
451	772	1.0
147	2028	0.7
90	1419	0.8
385	2114	1.4
293	210	0.7
483	1239	1.3
434	1218	0.5
164	2084	0.8
500	80	1.1
396	402	1.2
323	1194	1.3
490	838	1.1
392	1776	1.5
159	2004	1.1
12	195	0.6
401	288	0.7
258	1612	0.8
28	450	0.8
297	152	0.7
309	1799	1.5
172	900	0.8
103	1615	1.3
176	108	0.9
146	1306	0.8
486	205	1.1
281	1265	1.4
460	218	1.0
60	1315	1.0
339	2080	0.7
285	1536	1.2
239	291	0.7
272	761	1.1
198	1024	1.1
10	1518	0.8
389	1811	0.6
467	1090	0.9
245	1923	1.3
164	862	1.0
40	126	1.3
313	134	1.1
151	1208	1.0
444	1201	1.2
168	1187	0.8
471	1547	1.2
89	79	6
27	91	46
42	36	48
60	36	43
42	69	29
40	21	3
29	36	16
64	34	1
64	39	20
23	8	22
69	33	81
97	62	30
97	42	30
52	89	51
76	30	25
88	41	72
15	89	74
100	50	50
40	12	89
75	32	77
43	37	44
22	63	46
34	46	64
56	71	8
25	4	73
19	88	26
26	86	60
31	17	44
2	92	45
31	68	12
44	16	67
54	7	58
60	69	22
5	24	13
7	98	4
12	73	97
90	25	88
95	40	1
79	39	90
66	39	15
54	20	72
16	74	14
59	70	16
60	66	17
77	44	73
42	83	20
62	28	59
28	20	41
57	20	17
34	93	56
