200	10
156	954	0.5
325	5928	1.4
322	2112	1.5
204	6409	0.9
229	3155	1.4
387	380	0.6
281	8056	1.4
420	5727	1.1
101	4519	1.2
427	4916	1.4
221	5475	1.1
428	3752	0.8
284	6606	1.0
76	4238	1.4
274	4672	1.0
396	7921	0.7
183	3717	1.5
398	5054	1.5
435	6583	0.6
142	4282	1.4
218	4271	1.0
246	1545	1.0
324	3791	0.5
286	2505	1.0
104	894	0.5
264	7198	0.8
399	4130	0.9
319	130	1.0
209	4429	1.1
147	6785	1.4
197	1027	1.4
338	7534	0.6
178	933	1.1
25	5687	1.4
378	3700	1.0
411	2102	1.4
225	5672	1.3
70	5138	1.4
120	969	1.0
327	3489	0.8
273	5970	0.8
188	4983	1.5
180	5401	1.1
203	4077	0.7
375	544	0.7
414	5340	0.8
142	1137	1.2
188	5288	0.7
64	2759	1.3
357	7949	1.2
174	939	0.7
238	3060	1.5
76	5441	1.0
309	5395	1.0
317	2184	0.6
219	5167	0.9
104	1494	0.5
386	993	0.9
126	5353	1.3
293	7672	1.3
18	7546	0.7
295	5533	1.3
191	2351	1.4
346	4798	0.8
203	72	1.5
99	3249	1.3
345	5790	1.4
429	1506	1.4
461	5225	0.5
79	1227	0.6
106	1377	1.0
448	2267	0.6
125	8213	0.7
66	3415	0.6
141	3740	1.4
96	4121	1.3
330	7466	1.2
339	6646	0.9
314	5445	1.1
247	1096	0.6
89	5423	0.7
450	2637	1.3
98	7912	1.0
306	2894	0.8
124	776	1.2
99	7772	0.8
408	7996	1.5
255	7715	0.7
91	818	1.4
403	3847	0.5
156	2961	1.2
360	7716	0.9
149	1119	1.1
167	4760	0.6
58	5176	1.1
293	587	1.0
32	1584	1.2
40	6348	0.9
10	3277	1.5
147	1739	0.9
46	6111	1.5
129	745	1.1
66	3944	0.8
66	5380	1.4
165	7701	0.9
466	5651	1.4
318	7004	1.4
500	6579	1.0
148	7058	1.0
411	4308	0.5
231	6027	1.2
297	7393	0.6
348	7703	0.8
367	6958	0.9
220	1527	1.0
119	1560	1.0
136	2053	0.6
404	3583	0.8
26	1325	1.2
434	3627	0.5
112	700	0.7
164	1902	1.1
177	3598	1.3
47	7815	1.3
19	1717	1.1
146	4422	0.5
91	4363	1.2
412	1307	1.1
44	2646	0.5
234	930	0.9
113	8119	0.6
220	1234	1.4
417	2389	0.9
75	6602	1.1
31	7799	1.1
477	4862	0.8
480	3252	0.6
181	3739	1.1
375	5166	1.0
75	7061	0.7
162	2369	0.9
334	2088	1.4
36	4176	0.9
77	8141	0.5
9	7955	1.2
187	164	1.0
8	6475	1.1
215	6545	1.1
212	2413	0.9
147	3743	1.0
304	330	1.0
313	290	1.4
292	5339	0.8
411	1513	0.7
332	5769	1.0
146	35	1.5
372	7270	1.5
256	3689	1.3
286	7639	1.1
449	2075	0.8
196	2795	0.8
455	1552	1.1
346	7336	1.0
70	8133	1.3
335	3081	1.1
414	4121	0.8
236	8134	0.6
496	6657	1.1
233	4444	0.5
397	1541	0.5
432	5261	0.9
244	2489	1.3
29	3012	1.1
452	2962	1.3
76	5650	1.0
343	1211	1.1
318	6901	1.0
382	6920	0.6
379	5707	1.2
397	1448	1.3
278	1558	1.0
396	1580	0.6
76	2433	1.3
461	2206	1.0
336	4495	1.0
272	4049	0.9
215	8239	1.1
214	2954	0.6
281	5472	0.8
159	943	1.3
341	1990	0.6
167	3520	0.8
25	3933	1.2
370	986	1.2
355	5011	1.3
383	6694	0.5
395	6969	0.7
281	3037	1.4
116	4601	1.3
452	5423	1.5
92	77	33	43	76	38	94	74	12	58
94	40	64	100	47	51	8	49	74	46
81	15	81	73	83	91	20	20	58	63
