100	3
240	801	0.9
256	2732	1.0
241	1854	0.9
414	308	0.8
52	3814	1.0
125	810	0.9
351	417	1.2
65	1228	1.3
174	455	0.5
490	3866	0.7
216	2262	0.7
253	2125	1.1
118	515	1.3
393	1339	0.5
443	1191	1.2
106	3377	0.9
42	1117	1.5
55	2928	1.2
295	3300	0.6
181	2859	0.8
392	1266	1.5
172	2575	1.0
390	2893	1.2
461	1967	1.4
372	387	1.1
221	101	1.3
176	252	1.1
254	2286	1.0
421	2327	1.5
146	2609	0.8
459	1385	1.0
488	2552	1.5
122	3092	0.8
4	3978	0.9
35	3751	1.1
129	3510	1.3
197	281	1.5
462	502	0.6
229	2848	1.0
210	1483	0.8
36	2464	0.5
231	3938	1.0
386	3063	1.0
204	2965	0.9
410	2325	0.6
314	2901	1.3
103	1746	1.4
231	3979	0.7
301	3050	1.5
160	2764	1.3
261	4059	0.6
319	3596	0.7
19	4104	1.3
101	270	1.0
146	509	1.2
223	3581	0.9
24	2920	0.7
166	2400	0.9
204	1768	1.1
18	1780	1.0
131	1026	0.9
144	3375	1.4
235	894	1.0
465	1250	1.1
17	1123	0.8
493	523	0.9
67	2896	0.7
376	1531	0.9
196	91	0.9
466	4061	0.7
9	4092	1.4
458	2325	1.1
399	1533	1.0
57	2053	0.6
129	3537	0.7
389	2446	0.6
12	3395	1.1
130	407	1.0
151	3123	0.8
88	3702	0.9
8	731	0.6
328	271	1.4
26	356	1.0
425	2590	0.7
41	388	1.3
147	3858	0.6
464	450	1.0
361	56	0.5
122	1119	1.0
257	1717	0.6
485	2291	1.0
234	3950	1.1
46	1850	1.2
443	3608	0.8
271	1405	0.6
199	888	1.4
1	3954	0.5
279	104	1.4
382	1565	1.1
30	3981	1.1
23	5	5
73	88	77
5	97	24
82	17	59
28	70	47
13	55	75
35	71	21
34	51	25
2	11	97
46	7	75
26	39	64
59	29	8
90	67	81
19	73	37
12	93	47
29	12	26
88	51	95
89	2	0
59	64	50
21	75	99
61	44	10
41	96	44
46	1	5
49	84	46
38	52	2
35	57	54
62	32	5
92	10	88
95	79	96
17	44	12
38	2	46
74	63	97
91	71	48
99	27	71
95	62	91
41	59	96
60	64	68
41	99	46
59	62	35
83	50	49
25	93	92
66	59	95
12	44	59
28	97	45
38	9	10
5	39	2
21	85	48
4	17	18
100	42	83
12	53	51
23	72	73
46	6	2
88	67	4
73	55	84
16	93	10
69	41	68
34	8	92
15	6	49
11	80	82
87	89	39
65	53	37
55	7	36
18	25	12
79	100	28
72	82	96
94	8	82
14	96	67
11	40	4
8	1	69
97	60	62
50	48	83
86	24	19
91	3	31
55	2	47
73	7	43
44	93	6
89	9	72
85	70	41
1	73	19
91	24	93
87	31	5
49	4	75
35	39	24
67	10	11
16	15	16
59	43	73
27	91	94
41	72	86
14	6	77
43	95	76
27	44	58
33	61	51
21	72	35
42	51	24
92	21	7
58	37	87
88	48	89
8	62	94
88	4	13
93	32	42
