50	3
72	1494	0.8
192	842	0.9
243	1703	1.1
114	380	0.9
351	488	0.7
443	2126	1.2
423	2105	1.5
422	462	0.8
369	788	1.0
95	720	0.5
463	510	0.5
337	1670	1.2
374	1989	1.3
55	823	0.7
45	2136	0.7
368	570	0.7
316	1507	0.7
433	509	0.6
55	2243	0.7
184	1765	1.3
145	140	1.0
204	2378	0.6
57	1084	1.4
297	223	0.7
479	2534	0.8
110	2573	1.1
205	1297	0.6
25	240	0.8
80	1218	1.0
417	2143	0.8
137	919	1.1
450	1706	1.1
300	437	0.6
384	1247	0.5
147	1808	0.6
356	2307	1.1
428	2182	0.5
51	1622	0.5
175	1587	1.3
397	1982	1.2
98	57	0.6
212	1669	1.5
435	2159	0.6
463	2609	0.8
190	1428	1.4
172	1622	1.3
194	255	1.5
485	2492	1.4
391	1583	0.8
157	510	1.2
64	38	5
61	94	32
68	73	68
72	90	97
100	56	18
3	78	70
94	45	4
86	6	70
10	38	38
31	89	17
41	54	73
69	100	67
85	47	40
77	79	100
30	0	23
40	29	3
23	87	37
85	42	10
100	60	20
93	18	52
50	14	28
75	2	88
73	3	63
54	68	16
83	54	63
9	94	95
92	56	86
17	41	28
14	98	0
38	28	78
44	29	71
60	100	62
73	61	48
34	65	69
30	78	42
81	80	68
1	75	69
96	92	7
97	25	92
64	85	6
51	63	29
45	24	57
65	12	18
11	87	100
95	10	97
79	30	75
15	0	3
36	16	83
84	55	35
7	8	29
