50	3
5	2254	1.2
126	915	1.3
355	2052	1.1
205	1095	1.2
170	508	1.4
361	878	0.9
416	385	1.4
209	933	1.2
262	1487	0.8
500	2486	1.0
496	1708	1.3
417	1226	1.5
26	1031	0.8
497	100	1.1
58	1076	0.8
60	1265	0.6
321	138	0.6
352	2222	1.1
225	555	0.6
110	1707	0.6
275	162	0.8
488	1127	1.4
376	110	1.4
237	583	0.6
26	2288	0.5
392	2103	0.8
256	833	0.8
405	513	1.4
210	1242	0.9
363	1243	1.0
397	556	1.1
124	1532	1.5
138	1675	1.0
3	829	1.1
390	324	0.7
70	326	0.7
304	2109	0.7
281	1586	0.6
316	1761	1.2
67	2076	1.1
185	1392	0.9
300	2544	1.2
376	545	0.9
163	2104	1.5
463	1709	1.4
122	802	0.8
14	1091	0.6
290	1829	0.9
125	2120	0.7
250	716	1.3
36	76	18
87	11	46
63	66	18
45	36	28
76	48	79
25	79	76
51	48	64
19	29	72
61	94	6
54	38	12
31	27	98
21	70	39
15	84	4
61	83	66
60	19	64
93	77	86
97	33	22
72	69	8
48	56	3
36	88	1
60	40	20
85	10	31
73	3	93
71	90	69
83	55	58
55	5	1
98	27	26
86	17	1
28	20	46
57	33	8
22	73	60
72	80	95
88	92	95
1	6	43
25	93	35
85	33	52
80	66	95
10	13	20
99	73	61
21	50	17
48	34	57
50	26	74
33	4	7
92	93	80
35	96	59
12	23	33
81	53	81
27	65	73
71	28	20
48	1	30
