30	10
266	1275	1.2
24	295	1.4
248	1555	0.7
74	1387	0.8
499	812	0.6
264	626	0.9
148	444	0.7
177	1063	0.8
44	1520	1.2
77	1420	0.8
337	98	1.1
442	75	0.7
230	1318	1.3
188	1344	1.4
427	1428	1.3
365	669	1.3
51	259	0.7
38	87	1.0
423	935	1.1
322	569	0.8
472	125	1.3
287	691	1.4
493	1545	1.1
223	489	1.2
246	300	0.5
105	375	0.7
416	1408	1.4
92	504	1.1
373	1474	1.3
114	397	1.4
35	87	98	14	15	16	88	45	31	38
44	17	53	52	90	61	65	28	81	43
0	27	22	52	43	92	41	76	63	63
17	33	82	95	84	79	18	25	85	48
23	88	13	48	59	94	11	78	9	91
56	75	2	37	16	64	18	69	100	24
59	13	77	36	67	38	0	24	61	69
11	64	74	75	46	68	61	58	29	12
81	37	86	27	87	71	36	10	48	4
20	80	57	83	9	37	98	26	56	50
69	0	34	19	28	80	23	59	38	35
96	33	95	49	48	90	8	83	44	31
38	6	2	65	17	11	13	72	95	14
100	35	30	75	9	68	52	37	66	81
33	21	53	40	79	61	64	29	92	28
93	96	9	35	90	78	68	47	76	1
97	16	21	35	0	52	85	91	24	34
36	74	56	12	33	60	81	63	92	93
24	71	23	99	99	5	64	98	100	38
74	17	57	97	50	87	2	94	100	98
38	13	38	53	80	8	60	45	60	95
32	3	60	73	72	64	59	85	47	80
70	35	78	38	44	74	56	0	20	66
82	28	5	67	13	14	46	15	48	81
95	53	27	63	17	0	61	45	59	93
4	57	3	96	45	9	43	18	53	69
7	36	51	48	52	42	47	30	62	38
1	76	77	84	57	51	82	25	6	21
81	3	39	43	88	77	27	7	54	54
91	60	82	77	17	52	18	39	63	52
