200	3
317	3515	1.4
390	9003	1.4
99	4469	0.9
138	6595	0.6
229	6691	1.4
313	3973	0.9
187	1605	1.3
339	1984	1.0
215	4778	1.1
288	2728	1.4
277	1887	1.1
47	2895	0.7
409	7188	1.0
151	3475	1.3
35	6431	1.5
381	3745	1.2
18	4888	1.1
91	2803	0.6
452	237	0.5
487	6077	1.3
331	3769	0.8
60	4316	1.3
14	4724	1.2
402	7214	0.6
192	7452	0.5
401	2141	1.4
157	6580	1.1
408	9316	1.4
380	7562	1.4
288	6245	0.5
44	6209	0.8
98	6644	0.8
49	3995	1.0
359	9017	1.4
463	7838	0.9
151	5279	1.1
159	1578	1.2
129	637	0.8
399	1717	1.4
41	2658	1.5
69	5638	1.2
55	3729	1.1
65	4059	1.2
175	1466	0.7
213	3473	1.1
364	1387	0.9
449	2166	1.2
185	5542	0.6
28	5000	1.5
491	3110	0.6
175	2346	1.1
357	1300	0.6
66	7776	1.4
256	937	1.4
211	7747	0.8
445	4272	0.7
444	258	0.7
114	9574	1.5
237	1918	1.2
342	1708	1.0
74	446	1.3
114	3696	1.5
212	8841	0.6
339	2803	1.1
330	189	1.1
404	7116	0.6
441	723	0.7
472	7195	1.5
82	5139	1.5
410	4912	1.0
174	8497	1.1
180	1782	1.3
264	23	1.3
31	4249	1.5
63	3332	1.2
260	9664	0.7
402	8944	1.1
471	6333	0.7
494	5584	0.9
352	6918	0.6
271	9310	0.8
69	2090	1.1
109	9799	0.8
443	5032	0.6
100	1046	0.9
223	7759	1.4
57	9655	1.1
124	3092	1.0
12	10018	0.6
280	9383	0.7
275	5786	0.5
81	6029	1.5
94	2496	0.8
1	4943	1.4
344	6338	1.3
49	5860	1.3
296	7242	1.4
451	2970	1.0
216	4708	0.5
233	454	0.5
67	5910	1.1
428	3980	1.0
362	5191	0.7
407	7646	1.1
394	10131	1.5
300	6259	0.7
132	9955	1.4
188	7118	1.4
191	7780	1.5
341	1450	1.3
385	7623	1.3
224	1339	0.7
171	3938	0.8
444	1477	1.3
166	8815	0.5
260	6179	0.6
166	1458	0.9
299	1339	0.8
6	6541	0.8
345	74	1.5
29	4535	0.7
427	525	1.1
110	8288	0.8
142	7777	0.6
67	1854	0.9
137	7872	1.3
4	7561	1.5
77	2461	0.9
163	2550	0.6
312	374	1.0
427	1099	1.2
332	5208	1.0
10	361	0.5
90	4370	1.1
17	737	1.3
385	4757	1.3
132	119	1.3
335	5701	1.4
87	4040	0.6
110	5490	0.5
119	2238	1.2
481	9522	1.1
38	4613	0.8
156	9231	1.2
234	8311	1.2
124	7124	0.9
211	6232	1.0
87	5382	1.3
324	4370	1.4
467	8031	0.8
214	10039	0.8
31	8427	1.0
206	5218	1.1
474	6381	1.1
32	9998	1.2
310	4184	1.4
450	4743	1.3
349	9418	1.1
462	6458	1.0
288	6213	1.0
224	6967	1.3
193	7244	0.6
165	1964	1.2
431	2589	1.3
136	3041	1.4
449	1511	0.7
397	9465	1.5
295	4580	1.1
227	8047	0.6
3	2642	1.0
193	6619	1.5
443	7882	1.3
57	2505	1.4
39	1634	0.5
75	8426	0.6
22	6932	1.0
42	4108	1.4
11	8712	1.2
61	9202	0.6
472	4870	1.3
463	2921	1.1
346	2487	0.9
38	6725	1.0
121	7424	1.1
332	5878	0.9
233	3703	0.8
284	1656	0.6
134	4217	1.1
24	5015	0.7
107	5564	1.0
189	2375	0.7
62	6934	0.5
351	3600	0.9
190	5172	1.3
475	9542	0.7
460	5770	0.7
499	5977	1.1
195	28	1.2
463	349	0.7
333	4942	1.5
37	37	1
64	12	11
71	85	34
70	87	74
19	63	40
83	87	61
93	58	64
42	78	41
33	62	51
41	0	79
88	48	98
36	84	45
15	82	60
0	91	39
32	88	8
80	32	13
79	31	55
6	37	81
15	47	12
82	82	86
34	44	81
39	14	3
32	0	72
62	10	58
36	88	99
69	1	58
13	60	71
57	91	22
49	90	96
65	35	32
42	86	75
78	1	42
9	6	77
67	98	30
14	11	39
36	44	67
76	94	16
51	2	41
11	94	59
11	17	23
40	23	22
91	94	92
41	11	42
87	12	85
99	92	77
65	7	85
93	36	98
14	88	68
55	67	97
11	18	15
95	5	3
44	81	56
51	25	5
54	14	67
0	95	71
82	19	79
91	14	35
31	23	73
93	45	50
95	88	69
70	0	57
46	47	64
39	39	0
48	14	31
67	46	67
44	3	62
82	63	78
79	25	12
1	52	9
71	50	63
96	66	47
94	51	34
29	26	87
1	86	54
5	59	83
1	3	82
74	24	16
83	100	14
86	40	70
60	32	86
57	89	96
0	72	48
37	10	51
56	75	5
38	69	32
2	86	89
69	59	51
86	92	57
25	33	1
81	57	37
73	82	14
66	25	78
60	47	92
70	53	56
24	19	84
44	62	83
38	43	85
31	95	95
93	57	68
27	25	3
83	49	56
8	7	68
94	4	14
2	7	60
17	4	21
12	36	60
78	74	45
76	42	58
53	24	20
6	78	64
76	79	58
91	24	65
59	47	72
90	31	52
94	82	66
60	14	58
2	25	81
2	51	77
94	99	69
79	89	84
49	92	34
82	83	83
34	4	35
31	96	47
98	64	72
90	61	60
20	31	78
77	85	48
43	13	60
19	73	90
30	18	13
35	52	91
49	78	59
33	42	27
70	92	89
32	83	91
7	17	21
14	49	79
21	43	45
34	26	88
87	15	94
95	46	99
43	87	38
54	87	10
25	22	62
44	71	81
82	45	49
25	65	88
94	25	35
75	25	63
46	74	22
44	38	49
61	63	87
52	23	18
22	50	73
79	5	26
4	61	37
66	70	55
65	37	79
35	91	82
92	1	34
52	84	91
45	72	13
88	29	77
68	6	85
16	12	39
2	64	36
53	37	20
96	54	99
52	64	60
64	56	91
32	75	100
64	99	7
6	99	11
84	49	25
81	10	28
12	22	17
86	5	65
83	28	94
50	10	23
99	76	47
44	12	12
14	97	49
41	35	48
54	49	25
63	40	33
49	59	82
27	80	22
43	31	92
61	69	47
11	48	22
88	51	42
86	79	69
26	12	16
52	47	55
97	99	15
48	83	68
33	70	29
89	9	68
16	97	45
