50	3
406	1215	1.2
202	268	0.8
407	375	1.4
230	588	1.2
239	1628	1.3
237	1185	0.7
150	503	1.0
165	701	1.1
339	1660	0.5
260	480	1.4
217	1338	1.1
58	1155	1.2
32	1838	1.0
49	1192	1.0
189	825	0.8
265	1134	0.6
375	1788	1.3
157	1544	1.1
403	1060	0.6
258	829	1.0
352	1296	0.6
360	1631	1.3
465	1822	1.4
315	1439	0.5
91	606	0.8
143	886	1.4
105	1394	1.1
9	1218	1.2
55	1485	1.2
310	304	1.0
417	379	1.4
221	2067	0.8
350	1042	1.4
91	1144	1.5
287	998	0.7
179	1985	0.8
93	1012	0.8
356	1363	0.6
55	1842	0.8
246	576	0.7
500	1187	1.1
279	587	1.2
196	1750	0.6
434	1407	1.0
118	1825	0.7
86	33	1.0
85	66	0.7
403	269	0.7
378	654	0.9
227	1820	1.1
79	28	26
60	17	81
11	41	77
70	21	18
0	6	67
91	51	81
88	39	25
30	29	22
30	34	7
72	62	83
69	49	98
13	45	80
54	49	97
31	11	35
76	54	65
5	70	43
93	87	77
44	5	58
68	62	78
75	83	95
11	96	26
55	32	86
99	96	87
64	33	97
22	60	79
51	14	40
90	85	54
79	70	54
21	27	32
72	78	62
13	77	11
59	16	17
46	81	9
68	61	18
65	37	39
81	51	77
74	67	79
82	58	17
8	69	100
85	8	16
68	7	87
75	19	32
85	17	17
86	40	37
86	10	23
77	8	85
53	76	29
46	81	31
39	17	76
66	32	80
