200	3
97	4577	0.5
240	4751	1.3
412	7275	0.8
430	1414	1.3
152	4170	1.2
183	743	0.5
495	1348	0.6
3	967	0.9
266	3069	0.5
304	4887	1.1
226	5384	0.7
304	464	0.8
260	6517	1.3
364	7113	0.8
270	7517	1.5
118	3752	0.6
390	1702	1.4
500	8094	1.4
134	3187	1.1
12	6822	0.8
339	753	0.9
460	72	0.6
294	2216	0.8
364	6802	1.2
372	1668	1.0
475	3719	1.0
300	880	1.3
305	5969	0.9
76	2934	1.1
402	3453	0.7
376	8039	1.0
329	1373	0.8
350	516	1.0
475	1198	1.0
347	7350	0.6
36	3464	0.8
77	5548	1.5
292	6672	1.4
409	1445	0.7
252	1264	1.0
140	3294	1.2
378	5540	1.1
62	3860	1.2
18	6778	0.9
214	5384	1.0
461	7709	0.6
236	2810	1.1
159	6878	0.9
492	2208	1.0
284	6003	0.8
420	6182	0.7
446	4068	0.9
287	8077	0.5
98	4315	0.6
329	5090	1.4
62	6839	0.7
158	6034	0.6
169	2323	1.5
418	5953	0.6
374	4874	1.2
1	1174	0.8
427	6547	0.6
277	939	0.7
228	924	0.5
272	5572	1.3
101	3547	0.6
219	2358	1.2
267	4693	0.7
253	1301	1.1
463	5650	1.5
90	2728	0.7
499	3715	1.5
48	5077	0.6
25	7564	0.9
114	2355	1.4
101	3335	1.3
226	4906	1.1
318	4855	1.0
313	6730	1.4
188	4594	1.2
278	5992	0.7
95	1973	1.4
293	5672	1.1
41	4015	0.8
311	4970	1.2
75	6533	1.2
456	7046	1.1
22	5909	1.1
158	7930	1.2
87	2484	1.1
426	7057	0.6
164	1258	1.3
321	622	0.6
225	4427	1.3
233	2426	0.9
162	1240	1.0
414	2549	1.2
363	7092	1.5
64	7666	0.8
263	6374	0.6
37	7764	1.1
162	5310	1.4
114	4101	0.6
276	7471	0.8
247	931	1.2
397	4034	0.9
345	3105	1.0
198	4923	1.0
51	5748	0.5
246	7010	1.1
191	4035	1.3
179	4489	1.3
89	5123	1.5
372	1069	0.9
14	4970	1.5
320	454	0.8
433	6879	0.6
427	5860	1.1
354	1027	0.5
33	1767	1.1
171	5068	0.7
331	2985	0.8
264	6552	1.3
451	6482	1.1
202	5117	0.6
428	1109	0.8
287	3474	0.6
113	4451	0.8
405	899	0.8
395	2309	0.6
372	6412	1.4
429	2933	1.1
115	7013	0.7
493	4405	0.8
263	662	0.6
130	769	0.9
74	1890	1.4
41	7565	0.6
169	477	0.5
217	3237	1.4
268	6798	1.5
199	5632	1.4
263	36	0.8
121	3238	1.5
342	2072	1.1
446	3537	1.5
301	7641	0.5
72	4683	1.3
3	3110	0.7
330	668	0.9
406	527	1.4
402	5615	1.2
72	5568	1.0
389	5911	1.2
323	7054	0.5
276	694	1.2
138	478	1.5
310	7972	0.6
184	7491	0.8
78	1776	1.2
452	4234	0.7
221	7330	0.6
86	6351	0.6
436	6300	1.5
2	3708	0.7
203	927	1.3
20	8060	0.8
124	1537	0.8
443	5037	0.7
390	1589	1.4
455	5333	1.1
333	7481	0.9
285	5167	0.7
271	7658	0.9
128	4356	1.1
19	2845	0.9
36	1596	1.3
36	4797	0.9
323	1266	0.7
349	4907	0.9
199	5558	0.9
100	4809	1.3
196	7113	1.5
448	1505	1.5
314	3590	1.1
143	403	1.2
448	3310	0.8
449	5915	1.2
452	3227	0.9
286	3152	0.8
373	5958	0.8
70	6005	1.2
341	2214	0.7
259	2987	1.4
102	7369	0.6
220	5318	1.0
40	735	1.2
178	226	0.6
72	5662	0.8
338	551	0.9
73	20	70
62	66	54
9	55	5
98	46	97
73	53	68
69	37	39
5	81	17
6	31	79
21	32	48
0	44	51
61	76	40
35	85	95
62	100	5
56	87	39
30	28	2
61	39	1
3	46	86
94	40	73
61	81	88
58	60	7
80	46	59
59	57	82
67	34	1
26	34	23
77	37	87
11	73	63
90	18	54
91	78	97
19	91	80
96	85	89
63	18	62
26	25	73
79	17	72
48	8	81
86	12	31
57	47	76
19	73	100
1	65	69
