50	10
205	2316	0.6
219	1485	1.2
245	40	1.4
68	2186	0.6
212	1405	0.7
229	290	0.7
168	410	0.6
153	1792	0.6
341	1237	1.2
292	351	1.5
30	1253	1.1
485	955	0.9
34	568	0.7
214	101	1.4
29	2129	0.6
444	373	1.1
235	754	0.7
271	2054	0.5
225	377	0.9
297	2097	1.2
490	2298	0.6
146	2001	1.0
280	227	1.1
345	12	0.7
54	571	1.5
42	335	1.5
451	2315	0.7
172	528	0.7
311	1047	0.6
424	359	1.5
260	1708	1.3
130	506	0.9
51	1155	1.1
141	396	0.5
9	2181	1.5
409	1851	1.1
395	2300	1.1
410	2109	0.5
75	449	0.9
303	1782	0.6
428	1553	0.8
390	1083	0.9
134	899	0.7
31	2218	1.2
325	146	1.1
343	1274	1.4
261	139	1.5
223	1301	1.3
17	2308	0.7
99	157	1.4
66	79	12	72	36	87	25	31	41	6
25	65	99	64	51	59	6	57	55	61
53	66	45	66	50	35	82	41	93	22
18	19	63	97	45	74	54	81	38	86
46	36	72	22	8	56	87	45	70	95
76	59	6	85	89	16	10	68	7	100
87	99	98	90	33	38	81	42	52	6
48	78	52	8	48	22	98	91	68	78
42	60	49	85	17	14	53	43	19	13
14	57	55	44	4	71	83	6	36	50
31	80	32	100	14	83	100	53	28	2
14	23	50	96	76	63	33	35	24	13
3	20	82	2	55	7	18	54	61	83
95	74	88	43	86	93	30	98	37	5
53	55	62	0	63	20	21	22	95	53
5	47	28	15	53	28	35	65	31	86
55	25	3	96	4	69	16	54	35	68
39	72	18	39	61	81	91	33	16	96
29	5	12	16	0	2	39	28	37	24
52	65	96	71	77	98	57	57	52	31
5	88	47	49	58	75	79	90	81	10
58	16	60	56	79	47	68	67	15	1
91	16	6	41	52	35	96	66	11	36
31	29	60	30	70	36	99	8	98	4
24	4	7	23	96	97	53	19	17	69
22	49	16	4	32	21	35	12	2	91
22	62	10	1	55	45	83	38	57	17
14	58	53	50	94	58	38	47	0	64
78	48	68	75	26	79	88	63	96	72
9	65	39	18	63	59	92	61	23	60
39	3	44	33	38	56	9	64	81	57
100	67	19	21	24	88	23	55	42	76
26	65	94	84	98	18	77	61	8	84
98	9	43	1	14	69	91	11	15	90
6	1	46	67	50	84	29	97	0	82
83	25	58	18	96	46	26	2	54	24
86	100	78	0	57	69	71	56	65	83
35	84	87	86	52	54	21	11	87	16
40	31	13	29	66	38	24	55	44	39
14	16	43	70	99	47	60	95	74	37
53	15	60	1	88	42	44	75	24	54
66	64	18	6	51	57	62	8	53	14
60	25	92	58	43	36	64	70	22	96
99	10	90	32	45	100	63	32	64	25
91	42	1	60	99	38	30	32	1	91
19	34	75	86	37	24	88	17	40	88
2	16	37	25	49	34	12	36	58	45
70	58	93	85	96	25	36	84	100	31
79	25	28	24	78	74	16	43	19	11
61	27	54	28	98	86	47	100	49	77
