30	3
278	86	0.5
36	838	1.0
11	1617	1.3
392	985	1.1
157	47	0.6
191	1022	1.1
398	1599	1.3
236	1345	1.5
267	214	1.1
314	1524	1.1
229	839	0.8
236	1460	1.1
246	1240	0.7
416	1212	1.3
196	1057	1.4
326	79	0.8
469	1356	0.5
168	1584	1.3
133	112	1.4
196	1188	0.7
203	1085	1.1
485	830	0.5
415	839	1.1
23	769	1.4
453	1134	0.6
3	665	0.6
499	1587	1.2
462	757	0.8
206	416	1.3
293	1353	1.1
16	35	80
62	76	85
58	20	93
37	44	87
56	51	27
43	25	70
75	54	49
67	43	57
56	0	96
9	61	89
17	72	2
28	46	18
53	66	99
62	10	37
33	2	25
97	1	56
64	49	48
95	60	95
6	49	63
6	45	1
28	67	20
23	61	53
82	83	59
12	97	81
64	33	23
37	71	22
20	88	97
7	6	7
67	97	59
34	22	72
