200	10
254	7759	1.0
302	6254	1.5
221	7523	1.5
262	6622	0.7
232	751	0.5
220	5204	0.8
71	892	0.8
102	6830	0.8
153	625	0.5
415	765	0.7
438	7223	1.0
450	6791	0.9
72	3881	0.9
419	1731	0.8
173	7681	1.5
282	1443	1.4
210	8052	0.7
205	3870	0.6
92	109	0.8
319	4416	1.3
24	5332	1.4
195	7695	1.4
403	7462	0.7
432	2013	1.1
137	7845	0.5
370	4949	1.3
296	6977	0.8
402	5994	1.3
28	1407	0.7
61	5991	1.2
226	6629	0.7
282	2213	1.5
172	6004	0.9
302	8066	0.6
195	3996	1.2
331	8019	0.6
44	5433	1.0
352	1859	0.5
79	3685	0.8
269	1906	0.8
152	8341	0.8
234	302	1.2
296	4843	0.8
320	5481	0.5
34	3099	1.1
413	2240	1.1
361	501	1.4
300	5670	1.5
387	1549	0.5
464	936	0.6
122	1080	1.5
207	5614	0.8
241	1255	1.2
345	391	0.6
235	6212	0.6
78	1370	0.6
361	2515	1.5
131	6690	1.1
162	4384	1.0
66	4893	1.0
293	2146	1.2
316	7742	1.3
244	180	1.1
495	2781	0.7
230	7893	1.3
55	1008	1.1
150	5826	1.4
371	4886	1.1
114	3910	0.7
433	7009	0.8
239	5195	1.2
75	5063	1.4
149	3517	0.8
146	2194	1.1
145	3402	1.0
235	8151	1.2
150	2118	0.6
180	2957	0.7
117	2129	0.9
497	4280	1.2
395	68	1.2
367	7600	1.4
428	5413	1.2
200	2581	1.3
404	767	1.4
413	2808	0.7
378	5243	1.2
164	5383	1.0
315	2593	1.2
265	1857	1.3
212	1293	0.8
97	1408	1.1
285	7523	0.8
424	1902	0.6
484	4139	0.5
345	1822	1.3
80	6274	0.7
62	3968	0.9
163	689	0.8
465	4448	1.3
276	4810	0.8
60	8209	1.4
43	7568	1.3
374	2427	1.3
254	1639	1.1
311	2036	0.6
234	6393	1.4
33	6601	1.3
399	5954	1.0
413	4890	0.6
297	4280	1.4
419	4729	1.4
175	6036	1.2
109	2456	0.8
311	5116	1.4
265	3197	0.9
11	3178	0.7
65	2107	1.3
423	534	1.0
299	7134	0.6
149	3746	0.8
380	350	0.7
173	1328	1.2
469	598	0.9
398	638	0.6
399	1685	0.6
150	8250	1.5
383	1145	1.5
452	4752	1.5
217	5648	1.3
262	1725	0.8
465	6843	0.8
191	6523	1.1
472	624	1.1
186	613	1.4
34	2438	1.2
154	3755	1.3
282	7232	1.3
269	768	1.3
318	2349	1.3
87	989	1.4
451	8256	0.7
458	3128	0.8
123	3183	1.3
248	7442	0.9
279	1115	0.7
28	860	0.5
135	8257	0.7
389	5957	0.6
112	1459	1.3
168	926	1.1
110	5218	1.4
89	4003	1.1
475	7079	0.9
227	8374	1.0
417	435	1.1
352	4754	0.6
399	2718	0.7
153	6719	0.8
178	8074	0.7
155	898	1.1
303	6564	1.2
430	5535	1.5
486	5120	0.6
352	5602	1.4
47	3834	0.6
65	3802	1.0
437	2247	1.3
117	4875	0.7
4	3401	1.3
407	7348	0.9
462	6621	0.9
351	5366	1.4
268	4088	0.8
362	7711	0.9
185	1321	1.1
210	3036	0.7
354	5795	1.1
286	1978	1.3
309	3067	1.3
192	4740	0.9
1	3249	1.4
112	2923	1.4
237	3743	1.0
440	3755	1.2
438	5169	0.7
8	1382	0.7
445	203	0.5
197	7694	0.9
219	8236	1.4
105	6616	1.5
312	1845	1.0
78	3044	0.7
492	2243	1.1
100	584	1.5
410	2042	0.7
75	5163	1.5
304	3030	0.9
281	7472	0.7
484	4518	0.9
21	28	97	78	57	62	46	62	52	87
81	19	40	21	30	49	94	97	20	76
95	41	76	39	28	28	48	25	64	41
72	15	49	89	94	10	18	20	81	9
8	65	70	90	92	56	47	68	36	69
17	4	76	9	74	18	20	7	5	64
83	46	62	64	46	60	10	32	64	70
9	77	100	61	37	34	0	70	75	9
32	9	20	77	43	77	1	22	93	81
79	77	27	35	7	17	16	52	36	0
45	85	33	87	78	44	98	25	77	56
57	75	6	70	1	1	92	84	68	52
69	4	18	35	4	18	8	2	4	57
25	79	1	68	67	18	35	62	37	39
