50	10
295	1103	1.1
62	2146	0.9
235	1505	1.0
262	2144	0.5
299	1737	0.6
394	1627	0.9
169	2516	1.1
455	2036	1.5
122	352	0.6
231	2036	1.5
85	1273	0.7
140	2577	1.4
166	1613	0.9
83	1099	1.2
208	1541	1.1
289	1643	0.9
95	1612	0.7
126	1696	1.4
107	2520	0.9
61	2147	1.0
212	1979	0.9
34	1557	1.0
329	1469	0.6
486	50	0.8
344	993	0.7
193	1218	0.8
81	1209	1.2
40	2584	0.8
151	2838	1.2
383	2025	0.7
18	1421	0.9
345	1233	0.8
37	656	1.0
304	463	1.1
441	2127	1.3
477	2480	0.6
75	1567	1.3
42	1594	1.1
442	1277	0.8
124	1876	0.5
135	1299	0.6
349	879	0.7
291	2842	1.4
70	1445	1.1
113	590	0.9
326	2178	1.4
130	2315	0.8
241	965	0.6
461	1021	1.4
394	193	0.5
91	68	48	66	4	61	77	14	82	78
38	27	50	75	94	92	76	7	46	18
16	96	32	79	68	74	10	53	74	99
17	71	81	79	27	41	6	85	98	41
22	22	9	98	99	3	2	94	16	26
20	53	2	77	46	36	88	69	62	83
47	45	0	63	13	37	29	44	29	24
32	52	35	84	28	30	49	67	98	72
34	2	50	32	22	50	3	0	72	17
16	20	48	62	30	63	87	78	79	29
39	8	13	75	59	71	91	61	18	34
96	98	35	47	29	100	73	48	33	14
17	54	90	41	76	67	68	9	13	87
40	27	66	73	64	66	47	48	34	2
91	78	4	74	38	24	92	75	18	6
51	49	35	69	41	97	100	87	66	67
20	4	17	48	5	54	96	12	70	30
36	47	17	74	22	30	80	50	14	57
87	64	67	2	54	4	67	17	51	46
69	30	54	23	58	80	19	93	14	25
13	86	15	65	12	99	38	24	12	93
12	23	72	63	81	4	15	55	7	12
29	77	11	20	72	91	46	88	35	32
13	47	77	38	30	4	58	37	32	41
2	78	42	28	35	48	81	7	80	70
41	70	97	11	18	87	49	5	11	17
45	18	79	47	79	61	81	90	100	72
74	96	34	79	2	5	0	68	49	98
20	51	88	54	85	87	4	8	78	19
18	89	8	1	86	23	50	83	7	27
50	92	25	30	5	25	29	66	61	72
55	85	28	53	8	8	87	43	78	92
64	38	78	3	49	35	1	0	39	85
92	98	88	87	38	14	31	0	1	99
72	17	62	9	8	84	4	54	65	21
33	70	30	22	38	40	55	75	82	33
9	2	53	62	56	53	53	46	40	39
40	72	57	60	21	39	83	4	16	92
44	68	60	6	13	81	88	55	84	80
75	2	40	23	56	60	64	88	4	53
80	29	2	30	3	61	77	70	88	28
28	97	17	33	35	91	67	81	57	83
55	11	19	19	26	87	1	6	87	90
14	89	8	12	91	99	65	84	62	26
76	24	63	27	43	68	28	42	60	40
17	36	56	36	44	22	78	88	34	98
64	64	99	36	5	84	45	79	61	96
100	61	15	11	83	16	43	27	98	8
77	29	80	5	38	21	69	77	20	74
36	5	2	17	61	7	62	90	47	50
