200	5
254	6971	0.8
441	3048	0.9
282	21	0.9
14	3454	1.2
339	2394	1.4
170	2372	1.0
170	1799	1.4
335	1851	1.5
467	1823	0.8
494	3100	0.6
51	921	1.5
168	6977	0.8
252	6053	0.7
315	4350	0.8
330	1677	1.0
58	8147	1.1
349	2521	1.0
6	7414	1.0
422	3895	1.5
335	3113	1.0
223	4500	0.6
245	3959	0.6
216	2780	1.4
74	7538	0.7
201	1264	0.9
148	6460	1.0
133	4654	1.3
96	4082	0.6
233	5522	0.7
264	2731	1.3
322	949	1.3
247	2003	1.0
34	3101	1.0
326	7536	1.0
290	2686	1.1
457	5104	1.1
29	7581	1.1
353	2930	0.6
13	3991	1.5
283	1547	1.1
265	279	0.8
458	5913	1.4
329	1488	1.0
454	2938	1.2
229	7464	1.0
484	5858	1.5
147	3715	0.7
122	216	0.6
221	5009	1.5
317	2092	1.0
289	1608	1.2
324	3159	0.9
229	767	1.5
490	7080	1.1
495	6391	1.0
384	6425	1.5
456	1261	1.5
435	7801	0.7
394	2924	0.5
235	7950	0.8
433	7998	1.1
500	4974	1.2
488	6842	1.5
392	4618	1.1
387	4178	0.9
72	7904	0.8
449	7941	1.4
83	826	1.3
286	3311	1.1
441	6216	0.6
265	4549	0.7
239	4054	0.6
232	5724	0.6
241	1247	0.6
50	1516	0.9
351	2078	0.9
124	58	0.5
94	3573	0.8
41	4393	1.3
429	2513	0.8
267	3347	0.8
304	5617	0.5
106	5408	1.2
25	6345	0.8
338	6170	1.4
220	8037	1.4
283	2016	1.1
82	4330	0.9
397	5075	1.5
124	2235	0.9
171	2649	0.6
78	7311	1.1
348	5164	0.9
245	4075	1.3
201	3006	0.9
195	2554	1.4
36	2834	1.1
281	170	0.7
94	2346	1.0
17	2925	0.5
389	3772	1.4
7	206	1.4
51	2108	1.5
466	7232	0.9
296	4190	1.4
356	7479	1.2
473	7107	0.8
487	5746	1.0
112	6799	1.1
67	2704	0.6
251	4463	1.0
187	5018	0.8
499	7717	0.5
265	7473	1.2
432	6085	1.3
444	1016	1.0
494	1200	1.0
82	2625	1.4
306	6870	0.6
192	5903	1.5
493	3991	1.5
172	5704	0.7
200	1856	1.3
386	58	1.0
66	6786	1.5
242	760	0.9
49	4671	1.0
372	4880	1.0
281	2205	1.0
448	82	0.7
11	5519	0.8
147	389	0.9
447	4958	1.4
267	4911	0.9
199	7861	1.1
249	6122	0.9
466	416	1.3
206	5316	1.1
312	15	1.2
255	176	1.1
195	7859	1.3
465	7695	1.4
217	831	1.2
121	3092	0.8
8	6011	1.0
390	475	1.2
282	2884	1.1
355	1402	1.2
469	5554	1.4
360	2270	1.4
492	1523	0.6
254	4777	1.2
291	8000	1.0
430	4681	1.5
170	7031	0.5
185	1762	1.0
4	4439	1.3
373	3188	1.2
325	6821	1.2
153	1450	1.0
2	7734	0.9
457	2122	1.2
440	4532	1.1
128	8086	0.7
395	1069	1.0
75	6772	1.2
238	4558	1.3
385	1146	1.2
329	1446	1.2
88	3396	1.3
230	3254	0.9
315	5682	0.9
204	6213	0.9
491	5819	1.1
83	2961	1.4
468	5677	0.7
462	4825	0.5
259	5368	1.3
120	3506	1.0
294	6611	1.3
363	4336	1.2
479	1227	0.5
474	3704	1.2
323	8165	1.1
416	4802	1.5
137	5368	1.2
222	313	1.5
267	4681	1.1
405	4303	1.4
162	2347	0.5
25	598	1.1
286	3896	1.0
157	2571	1.2
84	4102	1.3
74	3116	1.1
382	1166	1.5
498	912	1.3
428	7860	0.7
403	3905	0.8
186	6308	1.1
44	2	9	25	67
37	9	89	69	92
35	18	46	37	59
92	100	98	72	0
39	57	30	97	88
59	21	20	64	68
36	94	73	11	7
13	84	67	20	40
14	1	37	33	17
47	50	94	78	9
14	97	11	85	59
62	91	98	28	38
73	31	68	65	59
54	94	75	69	22
57	6	46	61	56
89	88	99	100	64
11	70	64	19	55
40	69	85	15	93
0	68	26	10	100
97	87	2	74	16
28	14	10	35	47
51	78	54	71	73
92	76	6	89	10
26	21	99	62	88
15	11	54	82	35
100	73	90	79	8
18	48	56	84	90
26	37	29	53	4
74	77	27	57	6
57	8	80	51	63
52	49	82	2	73
55	100	22	43	97
2	1	67	83	38
95	17	34	82	33
98	14	93	49	20
86	99	44	77	44
74	64	73	0	48
91	6	65	12	28
85	23	62	88	21
37	52	44	35	67
83	76	93	63	13
53	1	96	7	96
2	87	13	62	69
23	89	80	70	94
54	97	87	31	5
54	50	30	64	56
96	85	86	50	88
34	13	82	17	73
0	36	36	79	82
43	4	57	18	51
42	23	99	35	51
32	19	63	87	84
33	81	70	100	74
27	94	13	61	56
30	57	86	68	96
95	82	24	59	90
92	65	71	42	7
78	100	91	31	57
33	23	6	98	45
80	74	55	90	89
14	26	17	39	9
72	63	10	7	48
23	65	3	58	66
40	36	88	67	27
9	55	52	79	23
15	21	43	51	61
21	53	23	69	72
66	63	7	87	6
43	88	10	80	92
46	5	12	29	57
4	13	63	56	77
82	14	69	17	64
12	50	99	100	27
89	1	35	74	11
80	67	63	41	43
82	32	25	31	53
21	5	78	73	42
35	3	65	100	23
66	68	5	5	96
28	57	20	32	100
12	99	23	78	34
37	63	75	43	66
53	64	38	80	70
86	36	47	94	69
90	70	15	33	17
88	54	40	34	24
4	63	89	63	62
28	12	33	27	14
83	19	45	46	97
55	79	84	77	25
77	34	87	29	31
93	78	37	82	39
70	92	72	84	55
75	5	12	44	11
6	9	49	12	45
7	3	37	17	49
35	79	44	3	82
49	91	32	55	71
50	33	66	39	7
73	2	86	31	24
67	87	90	20	83
54	60	56	56	56
15	21	24	96	57
26	58	7	92	89
59	85	98	32	16
13	99	94	64	21
81	63	9	98	80
64	63	27	60	3
43	73	17	90	96
45	40	52	90	7
45	54	40	52	29
51	3	89	45	65
11	88	63	32	91
13	97	6	11	95
83	66	44	76	83
100	42	69	82	34
41	82	77	74	90
24	11	6	3	68
68	57	61	70	49
35	19	31	73	71
89	99	29	62	27
81	90	47	100	93
41	29	66	93	29
45	39	32	82	17
80	79	0	92	64
28	79	82	96	76
60	31	97	57	67
13	54	33	28	83
41	15	37	99	9
28	61	18	60	85
40	8	88	83	91
47	17	4	57	84
9	100	23	13	79
68	31	43	75	3
5	9	84	18	59
3	8	4	46	99
67	67	53	4	75
66	4	53	55	16
54	53	44	85	45
100	17	6	18	82
30	95	45	84	81
57	59	11	90	69
73	43	12	43	51
36	77	41	23	93
55	60	5	10	70
40	22	23	37	24
96	59	54	35	86
15	31	69	55	92
69	94	47	61	91
56	33	35	20	53
43	0	34	10	12
75	49	3	67	71
1	56	92	8	67
81	81	67	71	65
33	15	56	81	88
16	36	26	62	38
25	73	75	67	48
20	41	71	36	39
8	82	16	9	3
67	84	17	0	53
78	39	41	59	47
58	33	26	25	53
65	83	99	99	47
35	96	19	26	25
74	42	89	50	27
72	92	77	7	58
29	44	71	60	96
0	33	86	34	59
74	12	39	11	40
58	2	99	16	18
64	69	97	34	70
22	20	11	85	80
33	44	70	62	7
76	77	22	94	48
57	39	37	61	42
70	40	7	100	6
89	2	19	34	30
65	25	98	22	70
74	23	46	45	37
80	90	13	32	9
98	60	87	40	14
29	0	4	79	28
14	62	33	38	22
58	90	11	47	27
