30	10
12	1174	0.7
175	1759	0.6
251	489	1.0
309	1033	1.0
392	76	1.3
137	654	0.7
490	1031	1.1
254	331	1.3
229	1063	1.4
16	1850	1.5
496	1175	1.4
166	1881	1.4
226	841	1.2
382	494	0.8
210	1241	0.6
433	1638	1.1
406	1697	0.7
314	1579	0.6
327	341	0.7
453	1689	0.6
252	560	1.2
241	403	1.4
432	114	1.1
468	735	1.1
200	259	1.2
160	1872	0.7
489	1991	1.4
472	1124	0.9
288	1911	0.7
209	1310	0.6
91	72	19	32	81	64	4	18	0	44
24	68	79	80	38	49	4	81	54	85
24	1	76	13	31	90	21	40	68	93
70	26	21	90	19	7	33	66	36	75
11	92	74	20	68	24	35	75	59	97
60	38	59	11	15	39	44	1	71	17
13	77	21	60	28	21	62	100	97	53
61	97	78	21	46	8	39	44	39	84
46	64	61	63	1	28	49	47	25	67
91	99	99	74	32	37	49	72	57	7
100	62	96	68	73	31	66	83	71	32
94	72	2	0	24	85	0	27	72	72
95	48	13	10	74	65	76	56	15	75
27	83	11	8	17	74	63	51	73	46
79	61	6	40	53	55	32	83	47	64
48	51	64	38	89	32	24	12	96	17
48	94	15	29	44	86	73	5	5	36
25	53	23	81	52	91	14	2	82	87
73	69	3	26	34	58	80	95	80	56
97	27	59	15	75	5	49	66	72	55
45	71	94	12	1	21	71	29	94	47
88	83	48	54	33	42	98	55	66	85
9	13	52	92	50	59	78	23	16	97
91	17	21	67	66	86	54	88	67	65
90	20	79	6	85	6	97	46	37	5
44	40	23	79	0	21	15	71	11	46
80	7	72	94	62	67	47	90	60	65
11	11	89	84	100	51	36	95	17	88
26	14	25	52	72	26	44	30	37	25
78	92	12	2	23	84	85	38	54	91
