30	3
222	1030	1.4
310	963	0.9
79	58	0.9
67	165	0.7
387	80	0.9
269	657	1.3
99	1093	0.6
418	1268	1.0
264	700	1.4
368	572	0.8
25	803	0.6
334	240	0.5
426	1268	0.7
176	725	0.9
29	275	1.3
434	217	1.3
438	692	0.7
29	335	1.0
54	531	0.6
96	1320	1.5
399	83	1.4
499	1101	0.6
110	3	0.5
344	917	1.1
394	980	0.9
254	444	0.9
300	181	1.2
407	338	1.4
279	1085	1.1
430	589	0.7
66	70	19
65	51	35
64	75	94
92	45	74
80	37	37
81	0	13
32	32	32
68	90	69
50	37	82
6	78	99
70	6	27
68	100	21
36	5	24
20	44	94
54	70	22
57	41	75
7	80	98
55	37	7
54	66	50
70	55	34
39	15	7
18	29	8
67	72	65
62	84	1
77	66	99
17	17	88
97	58	25
88	18	84
19	46	43
38	82	40
