200	3
383	3009	1.2
152	6615	0.7
400	465	1.5
375	1614	1.0
3	5421	0.7
118	2071	0.6
376	596	0.6
142	4991	1.3
25	8396	1.2
66	9207	1.4
414	6106	1.0
242	4792	1.1
162	6538	1.0
67	640	0.8
139	3271	0.5
397	3701	0.6
175	8315	0.6
461	3766	0.9
23	7766	1.4
458	5794	0.7
27	4170	0.6
362	3846	0.9
424	3086	0.8
455	517	1.3
187	4590	0.7
327	8475	1.4
84	7771	0.8
80	1316	1.5
32	3185	0.9
263	5421	1.1
152	7209	0.9
320	5386	1.0
492	9088	0.5
475	7633	1.3
4	8528	1.4
235	9986	1.4
374	3726	0.7
420	8731	1.1
427	5109	1.0
114	2511	0.8
43	6884	0.8
65	2207	1.2
452	7728	1.4
482	9046	0.6
360	5606	0.6
431	9441	1.3
392	10062	0.8
214	6925	1.1
73	1898	1.5
197	5832	1.0
375	4964	1.4
224	9325	0.8
68	3836	1.1
468	4843	1.2
416	437	0.6
457	5618	0.8
158	2898	1.2
68	6541	1.0
338	9626	0.8
198	4610	1.2
326	5707	0.9
463	9511	1.4
75	4343	1.3
397	6499	1.1
102	622	1.2
185	5906	0.7
165	9455	1.1
18	8559	0.5
494	8550	1.4
351	6253	0.9
464	2847	0.9
137	2359	1.5
131	7072	0.7
147	3612	0.7
402	1276	1.3
278	6605	1.2
68	9212	0.5
386	4920	0.6
304	7010	0.7
215	2071	0.5
394	4724	1.3
488	8676	0.9
88	2687	1.1
229	5558	1.2
89	4649	1.2
12	6035	0.7
377	4246	0.9
56	7241	1.1
287	8653	0.6
77	6265	1.1
335	4130	1.1
5	8350	1.4
371	3943	1.2
298	1243	1.4
258	7443	1.0
486	5344	0.7
79	8137	0.7
88	1899	0.5
230	3423	1.5
424	5270	1.0
32	980	1.3
437	377	0.6
378	3858	1.0
306	9813	0.7
360	870	1.1
29	958	1.2
40	963	1.2
337	1997	1.2
351	9303	1.2
306	3994	1.1
378	6780	0.9
435	4965	1.4
292	8146	0.7
334	4674	1.3
237	6344	1.1
