30	10
302	1126	0.9
175	309	1.5
205	525	1.0
110	1158	1.2
288	753	1.3
482	1072	0.9
411	896	0.7
153	73	1.4
45	768	0.9
142	1149	0.9
304	461	1.2
268	390	0.6
292	1046	0.7
411	396	1.0
210	1554	0.7
68	271	1.4
131	717	1.2
119	8	0.5
130	491	1.1
76	161	0.8
463	867	1.0
98	1201	0.9
428	1175	0.9
259	1347	1.2
366	328	0.8
35	1301	1.4
99	871	0.6
322	520	1.5
485	533	1.3
483	1394	0.6
27	83	58	6	79	24	2	61	46	57
31	2	19	95	2	1	14	62	50	73
69	43	1	49	5	83	34	14	63	7
72	28	19	83	86	46	74	67	81	47
29	82	53	3	41	71	87	89	77	42
68	46	48	89	7	33	47	72	33	68
77	65	42	71	89	41	85	36	12	95
62	45	9	4	8	29	18	100	56	1
31	46	22	90	70	30	49	45	0	29
19	98	52	70	75	16	74	58	76	45
17	60	13	78	52	58	21	33	11	27
94	11	88	65	65	74	55	33	51	34
51	26	99	9	94	33	61	14	58	13
44	41	3	43	20	16	60	54	79	74
70	28	100	42	100	67	14	69	13	93
56	98	23	13	42	13	97	93	10	66
64	67	39	99	78	54	82	88	80	85
37	13	33	7	91	71	58	99	54	51
46	32	21	92	81	21	89	23	48	16
45	23	53	53	79	94	35	28	12	73
97	15	15	16	35	94	98	28	98	87
32	98	43	0	18	20	31	57	40	55
23	100	5	96	30	88	43	4	63	30
43	4	35	96	0	50	95	48	69	99
93	34	63	89	89	78	37	44	19	5
65	27	91	66	46	42	39	63	80	15
37	53	19	68	64	47	43	86	27	57
65	18	55	23	28	9	54	71	82	76
34	30	98	63	7	66	37	76	64	48
3	11	27	18	4	2	91	75	60	98
