30	3
452	1537	1.2
26	1110	1.3
272	1536	0.9
477	724	1.3
78	1043	1.1
360	480	1.1
282	180	1.2
293	425	0.9
17	925	0.9
311	953	1.5
323	142	0.5
51	995	1.1
468	631	0.8
47	1168	1.4
497	1453	0.8
92	713	0.8
371	1100	0.6
298	1197	1.0
354	1107	1.2
100	1144	1.3
475	224	1.0
180	739	1.4
285	819	0.7
168	127	1.2
430	915	1.3
59	33	1.2
249	652	0.9
158	1482	1.1
356	1631	0.7
34	1182	1.0
30	95	78
96	96	18
80	63	4
90	7	84
73	71	69
76	74	14
55	94	18
24	97	66
96	47	52
53	74	86
50	26	17
54	69	45
25	85	76
41	33	24
18	79	98
0	68	7
3	12	32
70	1	20
23	80	35
95	96	41
46	94	57
17	27	30
43	25	15
6	82	53
79	52	19
90	6	74
48	66	53
47	100	70
30	32	47
74	15	72
