50	3
269	406	1.4
196	1418	1.1
289	1277	1.4
206	1911	1.1
265	926	1.1
96	927	1.0
100	870	0.9
398	1094	1.2
21	546	0.7
41	667	1.5
349	730	0.8
429	1591	1.4
437	35	1.4
365	1983	0.9
367	430	0.9
306	445	1.2
425	368	1.1
46	2022	0.6
303	1578	1.0
446	680	1.2
59	1727	1.4
354	866	1.5
98	2102	1.1
344	1441	0.7
453	749	0.6
26	828	0.9
385	551	1.0
422	2002	0.6
65	1323	1.1
353	247	1.5
98	795	0.7
57	1287	0.8
317	193	1.4
267	2101	1.4
347	97	1.0
14	1057	1.0
235	809	0.5
300	1614	1.1
358	1839	1.2
267	773	0.9
6	1850	1.5
21	744	0.6
8	1947	0.6
453	754	1.5
136	1150	0.8
308	993	1.5
272	897	1.0
427	1654	0.7
133	1713	0.8
68	1249	1.4
98	45	24
19	96	35
0	57	75
57	39	52
56	9	31
43	52	8
94	19	20
60	26	68
79	16	10
100	1	5
72	58	35
81	95	93
59	80	16
4	10	29
66	17	16
93	93	20
48	93	55
15	32	7
92	2	51
79	66	74
42	22	4
7	55	73
100	60	56
74	26	42
54	32	31
67	23	43
24	67	1
14	66	67
55	87	62
6	60	99
46	91	14
66	93	83
24	35	18
2	70	98
13	47	4
95	77	100
100	18	82
38	66	40
55	20	77
57	91	44
37	5	86
66	100	18
12	79	82
86	24	28
96	86	2
72	27	47
36	45	86
27	63	71
60	40	38
48	3	28
