30	5
127	1351	0.7
71	1718	0.7
139	1367	1.0
360	994	0.5
480	1666	0.5
169	1582	0.6
258	801	0.9
159	135	0.7
258	1378	1.0
357	215	1.3
78	1509	1.0
141	1700	1.5
158	719	1.5
214	1669	0.7
313	1328	0.9
456	911	0.9
291	1667	1.2
410	1634	0.8
197	1572	1.3
334	940	0.8
177	295	0.6
464	779	1.1
409	641	1.1
328	1173	0.9
410	1090	0.8
223	904	0.9
343	37	1.3
441	210	1.2
181	1099	1.3
437	1579	0.6
4	50	7	39	10
20	9	69	12	71
2	3	13	77	62
64	93	50	62	61
50	16	91	75	62
65	76	94	1	99
88	11	26	84	60
75	90	31	5	62
71	9	44	98	92
19	33	78	5	29
26	13	23	12	27
66	80	69	88	82
83	78	7	100	60
73	74	38	56	76
20	39	66	88	31
70	87	59	62	64
68	63	18	4	12
71	59	19	56	60
61	12	48	65	16
75	60	78	92	21
55	37	31	92	42
90	32	44	51	69
61	9	41	88	53
15	95	76	60	44
93	51	85	49	33
83	74	89	97	14
100	95	1	1	6
40	63	55	54	22
0	20	33	31	5
95	85	7	18	13
