50	3
201	1291	1.0
152	2093	1.2
137	2648	1.2
244	489	1.0
165	1667	1.2
273	926	1.2
164	2320	1.3
351	1212	1.3
396	422	1.0
10	1978	0.7
239	1731	0.8
85	1917	1.0
376	2157	1.5
244	842	0.9
68	1213	0.7
452	1013	0.8
31	2473	0.5
211	2391	1.1
495	2517	1.1
469	565	1.4
315	76	1.4
311	262	0.8
130	1414	1.3
295	1098	1.1
16	2304	0.8
371	1451	1.0
3	2320	1.1
95	399	1.2
210	2141	0.9
480	2198	1.2
297	1884	0.7
378	1203	1.4
29	1472	0.8
258	216	0.9
447	1061	1.0
282	2187	0.6
176	359	0.7
163	2425	1.0
166	544	1.4
57	985	1.5
338	606	1.3
196	1959	0.5
179	2004	0.8
207	2207	1.1
445	1661	1.3
118	193	0.8
226	1797	0.8
56	885	0.6
428	58	1.3
33	2517	0.8
96	84	23
23	21	38
99	84	80
46	0	89
95	20	82
33	75	9
29	33	90
87	31	33
29	74	92
82	20	14
53	70	85
9	67	29
4	36	92
66	86	57
34	33	93
47	21	28
33	38	39
9	63	21
89	7	13
83	24	51
79	44	21
65	90	61
17	55	5
53	4	60
45	33	89
61	95	92
13	43	3
13	61	1
25	80	10
66	97	40
94	68	13
92	5	100
8	66	21
91	81	50
77	70	75
52	57	20
84	29	59
0	43	86
61	39	11
76	85	78
100	99	64
70	38	34
2	11	57
2	63	2
48	93	40
25	6	45
73	36	9
39	48	52
26	64	44
31	25	25
