200	5
240	5517	0.5
428	7400	0.5
32	1525	0.8
466	7461	1.2
245	4561	0.9
100	7120	1.2
217	3510	1.0
158	4991	1.2
130	2635	1.2
310	3107	0.6
96	3893	1.2
461	7882	0.7
364	7810	0.5
139	4102	0.9
361	6431	1.4
32	4479	0.6
62	6036	1.1
366	3356	1.5
461	3580	1.1
43	4006	0.5
111	1105	1.4
108	3475	1.1
58	3751	0.6
51	2741	0.7
330	2494	1.3
491	5593	1.0
312	4775	0.6
179	486	1.0
92	7954	0.9
448	550	0.7
69	3508	0.5
315	467	1.4
76	7271	0.7
17	3847	0.8
220	4431	1.4
338	3679	0.7
69	4868	1.4
234	8026	1.5
297	2386	1.3
93	4581	0.6
490	5655	0.5
493	874	0.7
102	685	0.6
96	7390	1.5
65	2816	0.7
479	5093	0.9
398	6951	0.7
216	4250	1.2
313	2129	0.7
25	821	1.0
491	2311	0.7
307	144	1.4
275	6708	1.3
15	6464	1.5
211	6715	1.4
28	1219	0.7
154	4966	1.2
183	7015	1.1
123	6392	0.9
338	2184	0.9
287	496	1.4
423	5322	0.6
496	5619	1.0
397	4269	0.6
123	3646	1.0
465	277	1.5
330	1618	0.6
360	987	1.3
125	7109	0.9
32	3398	0.8
491	5348	0.8
293	4200	1.1
274	4697	0.6
329	4364	1.1
250	5416	0.9
207	6716	0.8
93	1806	1.4
481	5178	0.7
272	6067	0.9
426	3139	1.3
361	2965	1.0
281	731	0.7
350	3691	1.4
297	6184	1.5
442	6956	0.6
341	824	0.7
436	8182	0.6
449	7977	1.5
404	3107	0.8
34	4225	0.9
259	6408	1.0
113	3960	0.6
340	7446	1.5
301	3431	1.3
87	6926	1.0
217	4324	0.6
73	1110	0.7
220	4496	1.1
414	5785	0.5
248	2980	0.6
163	6509	0.8
414	1203	1.5
140	4371	1.5
119	1193	0.5
381	7830	1.0
176	2739	1.1
19	1122	0.7
15	6699	0.7
91	581	1.1
412	4954	1.0
438	6069	1.5
464	7012	0.9
187	7964	0.8
276	4357	0.6
317	46	1.1
111	1760	0.7
26	4379	1.5
75	2336	1.0
177	2306	1.0
430	2552	1.1
18	2040	1.1
345	352	1.5
175	4390	0.7
357	3193	1.2
307	3210	0.7
168	7393	1.3
149	7795	0.7
83	990	0.6
197	238	0.5
120	3042	0.8
477	5286	1.0
487	6331	1.2
259	4700	1.1
438	437	0.8
291	3985	1.0
446	6491	1.3
288	832	1.3
281	4895	0.7
339	3897	1.3
7	1260	1.2
31	1349	1.4
178	4250	0.9
55	5400	1.5
146	2518	0.9
351	2454	1.1
43	8101	0.9
123	358	1.5
117	588	0.5
266	7910	1.5
345	1412	0.7
82	3994	0.7
107	2663	0.5
12	993	0.8
310	1856	1.4
277	158	0.6
192	6745	0.9
74	1399	1.1
250	4353	1.1
193	4750	1.4
321	7	1.0
342	3912	1.3
392	2181	1.3
479	5132	1.4
324	797	1.2
317	1520	0.9
303	7530	1.1
194	4877	0.7
167	3603	0.5
49	4583	0.9
283	6658	1.1
95	5491	1.5
436	1999	0.7
210	4525	0.7
325	2130	1.3
487	6860	1.4
306	6288	0.7
490	6869	0.6
6	3498	0.6
454	5668	0.6
446	1264	0.6
232	92	0.6
421	4098	1.2
2	7913	0.8
129	6811	1.3
480	1503	1.1
13	2129	1.0
427	1992	1.0
2	6356	1.5
354	5631	1.1
415	5287	1.1
435	6868	0.8
271	4295	1.4
434	916	0.7
156	3314	0.7
329	2391	0.6
275	2014	0.9
71	3213	0.9
349	3539	0.7
301	3890	1.5
187	6020	1.5
53	15	60	1	88
42	44	75	24	54
66	64	18	6	51
57	62	8	53	14
60	25	92	58	43
36	64	70	22	96
99	10	90	32	45
100	63	32	64	25
91	42	1	60	99
38	30	32	1	91
19	34	75	86	37
24	88	17	40	88
2	16	37	25	49
34	12	36	58	45
70	58	93	85	96
25	36	84	100	31
79	25	28	24	78
74	16	43	19	11
61	27	54	28	98
86	47	100	49	77
9	98	36	76	43
67	12	89	79	31
25	86	29	30	50
100	52	70	10	94
20	92	25	15	15
33	2	48	39	88
9	86	43	34	51
36	96	54	86	79
61	96	87	76	30
3	21	78	69	85
16	10	15	14	100
84	20	60	89	20
21	32	10	33	77
29	20	50	44	88
11	28	12	17	82
40	98	17	42	81
90	54	47	80	70
8	11	66	91	65
12	67	31	48	37
91	17	84	64	80
23	90	53	72	50
70	20	67	90	26
81	31	69	44	32
43	87	86	59	100
40	33	43	2	48
26	38	34	64	27
18	42	8	57	39
49	82	52	32	98
3	60	69	57	49
50	13	92	13	32
2	25	73	79	65
97	88	37	31	43
6	18	35	7	16
68	65	2	7	90
58	28	78	28	4
88	66	91	51	73
36	15	70	86	84
42	80	71	10	27
96	99	23	41	83
98	3	78	91	76
17	39	59	8	93
16	53	57	44	18
21	86	81	78	53
28	57	93	4	0
15	24	79	85	85
11	42	90	67	18
40	17	92	85	8
38	68	92	42	1
100	10	14	82	15
43	10	1	69	28
70	13	44	32	92
91	53	71	13	11
45	1	6	80	1
36	98	74	63	97
68	61	37	74	36
68	49	10	68	60
86	76	25	92	76
33	14	7	79	90
11	45	15	16	45
16	9	35	30	22
81	52	92	77	55
41	10	2	30	59
13	58	65	87	34
69	33	88	90	28
4	65	64	27	98
31	80	85	66	48
28	45	62	58	39
96	40	76	73	98
48	45	2	55	54
45	76	34	78	33
26	51	63	24	18
45	51	92	98	46
15	73	29	56	89
93	2	67	72	68
78	17	32	3	56
14	91	60	43	26
12	89	99	78	78
23	35	41	78	20
53	64	91	31	86
22	86	10	39	42
17	36	95	81	54
47	61	0	4	69
49	40	80	47	48
9	63	43	92	8
17	20	64	4	16
77	65	65	14	47
72	77	36	28	7
59	25	67	69	83
15	40	17	23	66
82	82	55	22	95
80	97	51	71	17
39	8	91	52	57
82	12	91	29	80
19	16	76	97	31
99	31	33	67	92
75	94	45	69	23
53	18	7	4	2
30	63	39	71	80
46	25	30	99	50
61	87	10	37	8
62	89	33	22	58
72	27	49	28	65
48	28	39	80	99
89	34	34	16	84
100	82	61	50	47
73	69	36	91	34
1	88	54	63	20
32	82	5	99	51
77	49	22	85	59
75	92	54	49	99
61	49	83	61	28
63	58	82	34	22
11	50	57	99	47
58	77	44	87	47
93	42	86	83	60
12	79	26	43	62
92	14	43	20	97
10	95	52	29	50
97	92	63	45	66
77	55	57	82	39
45	3	15	32	40
29	96	34	56	87
22	26	47	53	76
82	9	51	22	55
69	80	74	16	47
35	5	11	33	17
81	7	21	9	85
90	71	31	28	75
40	35	15	12	40
64	38	22	80	32
88	65	24	53	48
74	59	63	72	47
77	78	87	37	68
29	38	32	43	8
24	64	69	80	25
40	38	72	75	33
58	31	84	26	86
27	67	45	83	0
73	80	23	54	76
23	30	53	24	31
68	59	14	32	74
55	69	83	46	84
96	11	82	53	21
39	81	40	46	13
93	49	35	58	48
41	91	62	43	0
11	13	95	57	96
15	74	26	78	66
12	83	76	54	84
32	22	54	80	6
63	65	54	35	98
85	71	9	39	52
32	19	82	56	13
59	29	51	81	86
2	70	24	28	56
62	84	29	29	75
95	21	65	89	24
16	18	16	48	11
98	98	14	86	32
90	55	97	44	81
96	53	6	24	10
62	45	40	95	34
96	62	75	53	60
79	50	76	70	60
80	74	3	4	98
2	77	0	91	81
34	48	10	77	70
16	40	100	13	97
17	65	95	25	12
54	27	29	69	26
38	79	4	4	63
81	77	2	44	25
33	99	57	0	8
33	88	84	23	37
0	40	45	68	11
28	41	50	7	41
8	7	27	87	2
88	47	40	43	46
80	55	35	18	39
90	63	26	72	18
