200	3
345	6205	1.1
388	4892	0.8
494	6501	0.7
9	1857	0.5
484	7964	1.2
130	9072	0.6
135	8448	0.9
191	4197	0.8
471	8594	0.8
197	6688	0.5
117	477	1.4
168	9978	0.9
178	7252	0.9
384	7020	1.4
166	10148	1.0
451	3126	1.1
328	9795	1.2
176	8662	0.7
145	9585	0.5
180	1068	1.2
473	4903	1.0
218	1017	1.5
246	8452	1.2
362	7073	0.8
50	3814	1.0
119	4101	0.9
95	5478	1.5
203	5822	1.2
473	8872	0.6
202	459	0.6
300	1225	1.5
301	633	0.9
407	4454	1.2
60	3712	0.8
249	5799	1.4
162	4473	0.9
163	8031	0.9
26	5897	0.9
204	586	0.9
275	3476	1.1
375	865	1.5
423	7514	1.3
485	877	1.2
240	8104	1.5
387	9563	1.0
186	4398	0.8
286	5908	1.1
180	7663	1.0
18	5724	1.0
242	3371	1.3
432	3481	1.1
414	4214	1.0
132	6566	1.2
230	1699	0.6
118	8537	1.4
133	2503	1.4
177	3167	0.8
440	2316	0.7
421	8502	1.4
67	10124	0.9
127	7833	0.7
71	9959	0.7
139	7928	1.0
360	5763	0.5
480	9660	0.5
169	9174	0.6
258	4646	0.9
159	778	0.7
258	7989	1.0
357	1246	1.3
78	8751	1.0
141	9858	1.5
158	4168	1.5
214	9677	0.7
313	7699	0.9
456	5283	0.9
291	9664	1.2
410	9476	0.8
197	9116	1.3
334	5448	0.8
177	1710	0.6
464	4517	1.1
409	3714	1.1
328	6803	0.9
410	6317	0.8
223	5242	0.9
343	215	1.3
441	1214	1.2
181	6374	1.3
437	9156	0.6
39	5111	0.5
103	1034	0.9
64	6942	0.6
19	293	1.2
312	7834	0.6
253	9398	1.1
249	6199	1.1
373	9213	0.7
379	6547	1.1
491	136	1.4
134	1138	1.4
375	6090	1.3
29	3185	1.4
50	7215	1.1
460	9935	0.9
389	3408	0.7
130	2960	0.6
63	2395	0.6
400	6641	0.8
407	8879	1.2
35	7855	1.3
362	6122	1.5
278	3858	1.2
194	2096	1.3
159	8875	1.2
297	8840	1.2
338	6491	1.1
21	1840	1.1
295	7173	0.6
300	5632	0.7
242	1220	1.1
373	1691	1.1
459	7930	1.1
189	5599	0.7
210	9251	0.8
219	3283	1.4
306	6947	1.0
439	4211	0.6
476	1603	1.0
221	6035	1.3
423	5177	1.4
414	3348	1.0
484	9002	1.2
475	10148	0.6
32	122	0.5
274	6376	0.9
1	2304	1.0
156	3367	0.7
425	9594	0.6
69	1905	0.6
52	7510	1.4
170	8584	0.6
140	5750	0.9
231	5691	0.7
372	824	0.7
177	379	1.1
218	7719	0.6
461	1770	1.4
273	7206	1.2
89	1034	0.8
51	7741	1.5
244	4545	1.2
118	8795	0.8
402	1716	0.7
143	9602	0.9
467	1702	1.4
316	5438	1.2
483	9205	1.5
313	6513	1.0
392	9835	0.5
1	6257	1.1
153	5973	1.1
151	4677	1.0
451	2650	0.6
331	138	1.2
192	2186	0.8
268	886	0.9
105	4535	0.5
77	8868	0.7
115	8034	0.7
134	104	1.1
253	7865	0.8
414	6915	1.2
330	3462	0.8
53	1669	0.9
422	6816	1.0
88	4422	1.0
47	7757	0.5
76	9623	1.3
225	9071	1.3
400	6358	1.4
31	1267	1.5
393	5940	0.8
319	3549	0.8
146	2295	0.8
69	4698	0.8
7	3087	1.4
347	9414	1.1
463	4264	1.1
264	7379	0.8
225	3022	0.7
101	1814	1.3
242	2951	1.3
499	9330	1.3
280	9504	0.5
391	2014	0.6
24	1783	1.3
202	470	0.5
119	2045	1.2
348	5545	1.4
49	92	13
67	98	51
44	81	30
31	55	31
20	73	96
100	76	32
6	99	3
8	86	86
29	89	27
60	62	66
32	39	35
42	50	52
82	97	47
40	0	18
62	10	61
85	47	18
5	84	48
41	0	62
29	19	84
5	97	0
71	21	11
99	64	31
71	84	28
54	29	14
72	77	39
