30	3
489	1134	1.1
423	1180	0.8
16	841	0.5
45	20	1.1
20	1081	0.8
31	274	1.4
130	600	0.8
211	63	1.4
368	813	0.8
257	1083	1.4
203	803	1.0
384	263	0.7
96	494	1.2
295	408	1.5
233	259	0.9
77	389	0.6
271	972	1.1
156	754	0.5
189	1223	0.8
482	287	0.7
162	477	0.6
394	182	0.9
425	1043	1.0
172	312	1.3
332	200	0.9
141	798	1.3
433	694	0.8
9	251	1.2
298	576	0.8
327	362	0.9
38	33	41
94	87	52
83	84	36
71	62	38
23	79	56
17	43	32
28	100	5
93	60	89
1	51	46
55	20	78
4	99	36
84	58	35
3	39	39
82	75	37
69	43	91
38	67	83
38	3	40
77	43	32
14	32	89
12	42	71
22	26	67
51	45	86
69	49	41
49	67	50
56	15	17
86	64	24
72	57	40
53	31	87
81	69	77
46	85	0
