50	10
117	2368	0.6
187	825	1.3
215	1802	1.1
319	1280	1.2
349	1902	0.9
238	875	1.4
449	1659	1.4
168	380	1.2
271	2108	0.7
123	818	0.9
445	1514	0.5
144	1479	1.1
135	791	0.6
95	1974	0.6
482	1114	1.0
416	1880	1.1
383	602	1.3
146	2068	0.8
390	2233	0.8
197	1960	0.9
361	2198	1.2
377	1323	1.3
221	290	0.6
46	160	0.6
226	306	1.0
184	76	0.6
178	1174	0.7
19	1067	1.3
455	1185	1.3
354	1320	0.8
329	795	1.0
364	188	0.9
156	2050	0.5
433	1614	0.7
414	494	1.4
278	1441	1.0
76	1345	1.1
480	576	0.7
291	626	1.1
442	2207	0.6
490	2024	1.1
70	383	0.8
320	2256	1.5
317	1944	0.7
401	2338	0.6
135	1517	1.1
217	79	1.1
449	407	1.2
199	1071	1.5
36	2160	1.0
45	54	40	52	29	51	3	89	45	65
11	88	63	32	91	13	97	6	11	95
83	66	44	76	83	100	42	69	82	34
41	82	77	74	90	24	11	6	3	68
68	57	61	70	49	35	19	31	73	71
89	99	29	62	27	81	90	47	100	93
41	29	66	93	29	45	39	32	82	17
80	79	0	92	64	28	79	82	96	76
60	31	97	57	67	13	54	33	28	83
41	15	37	99	9	28	61	18	60	85
40	8	88	83	91	47	17	4	57	84
9	100	23	13	79	68	31	43	75	3
5	9	84	18	59	3	8	4	46	99
67	67	53	4	75	66	4	53	55	16
54	53	44	85	45	100	17	6	18	82
30	95	45	84	81	57	59	11	90	69
73	43	12	43	51	36	77	41	23	93
55	60	5	10	70	40	22	23	37	24
96	59	54	35	86	15	31	69	55	92
69	94	47	61	91	56	33	35	20	53
43	0	34	10	12	75	49	3	67	71
1	56	92	8	67	81	81	67	71	65
33	15	56	81	88	16	36	26	62	38
25	73	75	67	48	20	41	71	36	39
8	82	16	9	3	67	84	17	0	53
78	39	41	59	47	58	33	26	25	53
65	83	99	99	47	35	96	19	26	25
74	42	89	50	27	72	92	77	7	58
29	44	71	60	96	0	33	86	34	59
74	12	39	11	40	58	2	99	16	18
64	69	97	34	70	22	20	11	85	80
33	44	70	62	7	76	77	22	94	48
57	39	37	61	42	70	40	7	100	6
89	2	19	34	30	65	25	98	22	70
74	23	46	45	37	80	90	13	32	9
98	60	87	40	14	29	0	4	79	28
14	62	33	38	22	58	90	11	47	27
1	71	17	57	22	59	64	28	55	77
75	50	7	63	20	94	42	31	5	69
27	34	35	17	10	68	67	80	81	82
41	17	66	14	41	34	27	10	99	89
87	47	81	33	75	27	74	80	99	55
13	15	47	64	68	83	20	13	14	43
1	9	29	27	65	79	34	9	18	54
4	94	5	87	95	56	40	51	75	35
4	67	48	3	91	86	35	18	6	74
91	93	39	56	49	69	87	20	50	43
43	72	61	31	73	32	26	14	38	62
71	47	19	15	97	92	0	96	73	38
50	28	89	79	72	12	55	6	63	74
