200	3
299	351	0.8
319	7291	1.2
236	8552	1.1
178	7099	1.3
220	3851	1.3
3	5719	1.2
407	6665	0.7
333	564	0.8
233	1463	0.6
403	4891	0.7
135	5337	1.5
4	1758	1.1
294	4536	1.1
286	431	1.4
226	9716	0.5
90	4344	0.6
37	6973	1.0
243	5128	0.9
235	4243	1.0
189	6278	0.8
383	7734	0.5
256	5779	1.3
33	2566	1.3
18	8224	0.7
437	4348	0.9
39	2767	1.3
454	5492	1.0
386	8250	1.1
94	5305	0.7
261	6431	0.9
83	8755	1.5
442	1390	1.2
24	2674	0.9
9	1352	0.7
487	4467	0.8
200	7842	0.8
460	3569	1.1
111	6360	1.1
410	6367	0.8
58	6437	1.1
454	899	0.8
163	7932	1.2
266	2145	0.8
300	151	0.8
38	2337	1.3
385	6443	1.4
442	5065	1.4
328	9076	0.7
445	8091	0.5
150	3683	1.2
232	6639	1.1
85	4506	0.6
322	5653	1.1
306	8704	1.4
432	2601	1.0
429	5825	1.0
104	4070	1.1
155	2068	1.3
414	5568	1.4
418	8762	0.9
469	3359	1.1
176	6598	1.1
196	3489	0.8
265	7306	1.1
51	2805	1.4
376	1701	1.5
333	583	0.7
421	1138	0.9
331	4675	1.2
370	1941	1.1
164	8495	1.5
47	7276	1.3
368	5427	1.2
43	6445	1.0
206	2579	0.7
333	8394	1.5
312	2002	0.9
406	7888	1.4
251	5402	1.3
427	8755	1.3
350	5271	1.2
18	1106	1.1
465	7859	0.6
428	8414	0.6
23	7041	1.4
59	7495	1.2
26	1642	1.0
203	5750	0.8
76	4324	1.0
443	4527	1.1
101	6027	1.0
499	1367	0.6
263	6982	1.0
49	9982	1.3
213	7442	0.7
82	1770	1.0
290	502	1.0
461	7217	0.9
298	9447	1.5
403	6025	1.3
301	3161	0.9
293	1689	1.3
483	10093	0.6
4	4236	1.2
94	6639	1.5
493	6681	0.9
401	2770	1.3
168	1518	1.3
478	236	1.3
209	4873	1.0
76	238	0.8
32	4934	0.6
451	9849	0.8
83	8487	1.1
184	5380	1.0
162	7383	1.0
118	6779	1.3
95	752	0.8
229	9578	1.5
305	7410	1.5
10	3204	1.3
297	3231	0.6
436	3159	1.0
327	7560	1.5
254	6696	0.9
62	989	0.7
410	7746	1.0
47	9966	1.0
230	8531	0.7
195	600	0.7
353	3322	1.2
473	2528	1.0
165	2952	1.0
30	3726	0.6
379	3447	0.8
150	5137	1.4
326	9133	1.0
356	8866	0.7
251	9318	1.2
136	6886	0.6
225	1676	1.2
293	6701	0.7
47	4776	0.6
305	5829	0.6
27	5568	1.3
473	437	1.2
89	7151	1.1
496	2531	1.4
64	7681	1.3
138	6422	1.1
156	1092	0.8
210	6731	1.0
141	1658	1.1
7	5544	1.1
296	3723	0.7
365	9826	1.0
44	951	0.7
33	3674	1.3
269	7075	1.4
329	2838	0.9
437	1911	1.2
401	9274	1.4
426	5540	0.7
223	2707	1.0
47	5748	0.6
375	5225	1.1
73	6536	1.3
219	4157	1.5
339	59	1.1
363	7199	1.3
110	8838	0.8
333	2700	1.1
73	8738	0.8
298	1427	1.3
495	9160	0.6
422	6014	0.9
433	9474	1.3
204	6443	1.1
332	1136	0.7
407	6713	0.7
151	189	1.5
50	903	1.2
128	7008	0.7
412	6295	1.2
281	3492	1.1
248	2650	0.6
11	4643	1.5
343	2382	1.0
67	6279	0.9
424	539	1.3
471	3345	0.8
111	8742	1.4
56	9264	1.1
291	3887	0.6
398	9297	1.5
11	10060	0.8
399	882	1.4
261	2409	0.6
485	2129	1.1
463	2137	0.5
46	99	97
94	0	27
51	85	57
15	93	24
25	13	73
82	65	1
45	88	91
71	66	15
86	8	20
39	93	37
48	60	4
40	38	27
53	29	99
64	2	67
32	26	33
20	51	84
53	51	64
79	0	18
40	31	73
91	13	51
65	65	16
35	35	67
13	99	81
42	17	18
54	11	62
49	99	94
13	80	20
82	93	93
94	58	100
96	6	52
100	87	48
14	65	29
36	14	39
78	99	38
13	58	5
92	81	25
48	78	56
6	83	68
30	49	32
30	56	95
54	24	9
82	63	43
48	3	43
96	0	37
16	20	6
46	93	27
51	92	100
41	91	52
98	61	46
74	71	99
39	69	17
17	40	73
22	36	35
75	35	2
47	53	30
17	33	99
90	18	0
86	63	86
45	59	65
93	72	93
53	57	91
11	45	18
52	100	32
6	11	10
29	4	95
1	32	87
45	86	12
40	25	50
36	37	63
23	20	72
5	37	12
27	73	68
21	94	73
5	87	97
79	34	87
51	24	67
100	14	9
30	18	48
84	29	10
51	2	93
46	85	11
38	74	60
59	38	75
88	95	38
70	75	53
20	4	67
83	33	3
15	9	8
4	77	2
72	66	11
38	71	60
98	19	35
54	33	41
74	73	22
76	47	57
38	67	97
23	56	82
89	4	30
43	48	9
36	72	28
72	29	61
10	24	54
23	66	58
52	24	82
22	98	42
85	17	13
68	45	26
1	0	24
55	30	26
32	10	15
50	54	93
44	75	19
39	74	86
73	84	52
32	20	73
92	82	6
5	54	19
100	32	65
82	33	97
14	87	97
27	83	58
6	79	24
2	61	46
57	31	2
19	95	2
1	14	62
50	73	69
43	1	49
5	83	34
14	63	7
72	28	19
83	86	46
74	67	81
47	29	82
53	3	41
71	87	89
77	42	68
46	48	89
7	33	47
72	33	68
77	65	42
71	89	41
85	36	12
95	62	45
9	4	8
29	18	100
56	1	31
46	22	90
70	30	49
45	0	29
19	98	52
70	75	16
74	58	76
45	17	60
13	78	52
58	21	33
11	27	94
11	88	65
65	74	55
33	51	34
51	26	99
9	94	33
61	14	58
13	44	41
3	43	20
16	60	54
79	74	70
28	100	42
100	67	14
69	13	93
56	98	23
13	42	13
97	93	10
66	64	67
39	99	78
54	82	88
80	85	37
13	33	7
91	71	58
99	54	51
46	32	21
92	81	21
89	23	48
16	45	23
53	53	79
94	35	28
12	73	97
15	15	16
35	94	98
28	98	87
32	98	43
0	18	20
31	57	40
55	23	100
5	96	30
88	43	4
63	30	43
4	35	96
0	50	95
48	69	99
