200	10
428	5919	0.7
322	151	1.5
175	4278	0.7
180	2515	1.2
123	7744	1.3
258	2432	1.5
169	179	1.4
421	2902	0.9
474	4797	1.4
239	7975	0.9
451	2246	1.1
12	3310	0.8
463	8361	1.5
476	2516	0.9
362	5226	1.1
18	2104	1.0
53	3435	0.6
258	9667	1.3
101	3559	1.1
146	6851	1.2
352	6600	1.4
378	5218	0.9
429	7044	1.0
422	6391	1.4
108	2653	1.4
500	6924	0.5
236	1403	0.9
327	2710	0.8
435	9076	0.9
57	10015	1.1
37	407	1.4
115	6513	0.8
452	8122	0.9
51	399	1.1
170	5498	0.9
311	71	0.6
256	6070	1.1
362	9820	1.3
275	9066	1.2
107	2229	0.6
399	1448	1.3
426	3924	0.9
313	4316	1.0
160	8166	0.6
291	6269	1.3
388	8491	1.3
209	1381	0.9
8	1775	1.2
205	7070	1.1
96	2309	1.0
382	2121	0.6
100	2272	1.4
298	9819	1.1
37	2912	0.8
243	6765	1.5
170	6891	0.5
327	2966	0.6
84	10199	0.8
422	4822	0.8
439	1273	0.5
479	3694	0.6
148	3127	0.7
302	2442	1.1
384	4415	1.0
488	678	0.6
119	996	0.7
139	7130	0.7
50	4781	0.9
457	370	1.5
175	6544	0.7
318	1010	0.7
148	6438	0.6
63	643	0.7
349	10338	0.9
48	2034	1.1
418	10324	0.6
61	4312	1.2
437	10199	1.2
35	2828	0.8
491	2515	1.2
266	1342	0.7
124	4644	0.9
433	2089	1.4
244	5590	1.2
425	787	0.9
430	8579	1.0
123	2205	1.3
362	2454	1.5
160	9758	0.6
337	8224	1.3
113	9518	1.1
118	9242	1.0
400	8968	1.4
202	8515	0.6
107	5408	0.8
81	1648	0.9
474	645	0.6
326	5949	0.7
35	8618	1.2
251	2791	1.3
284	10368	1.1
281	8630	1.2
106	7980	1.0
353	5487	0.8
236	3117	0.7
346	9979	0.9
161	1489	1.1
267	5526	0.5
350	4581	0.9
182	6354	0.9
387	4868	1.1
343	7819	1.3
212	10039	1.0
91	7063	0.9
183	3071	0.9
64	9018	0.7
203	3331	1.4
463	999	1.5
228	1872	0.8
317	7483	1.1
166	4242	1.4
292	6893	1.1
43	5992	1.5
231	2180	0.8
440	4837	0.9
346	3401	1.1
99	7398	1.4
341	10400	1.4
426	7038	1.1
368	2529	1.5
267	9732	0.8
34	2884	0.9
121	996	0.9
407	10116	1.2
150	4522	0.7
46	6726	0.8
266	2059	0.8
145	372	0.7
110	9096	1.4
458	1656	1.5
63	6868	0.7
324	5188	0.9
13	8380	1.3
454	7070	0.9
99	7401	1.3
134	4220	1.2
17	5000	1.0
313	6414	1.4
433	7482	0.9
181	10472	1.1
421	9353	0.5
366	1273	1.0
483	2083	0.7
372	5866	1.4
395	6075	1.1
410	9788	1.3
165	447	1.0
350	6026	0.7
130	1578	1.0
312	7751	1.1
438	822	0.7
327	3274	1.4
194	74	0.8
286	4987	1.4
182	8385	1.4
421	4059	1.1
165	2263	1.1
69	3395	1.2
80	4111	0.9
366	4311	1.4
306	101	1.1
4	8235	0.7
432	8668	1.4
200	3448	1.4
368	9322	1.2
233	7044	0.9
61	2119	1.1
284	5536	0.9
273	8143	1.2
10	3772	1.0
242	973	1.1
273	3310	1.0
268	2312	1.0
358	1510	1.5
326	901	1.1
392	9066	0.6
309	926	0.8
50	412	0.6
474	2643	1.1
125	2144	0.6
253	7696	0.9
160	9171	1.5
183	7917	1.4
178	3989	1.1
132	1072	1.1
156	166	0.7
8	3370	1.4
329	3530	1.5
67	7907	1.1
278	6125	1.1
14	80	36	26	65	3	22	24	23	22
47	37	29	49	3	37	71	58	12	88
21	76	3	20	86	56	61	4	35	92
36	24	48	98	83	88	51	7	16	57
75	13	50	57	7	20	12	31	77	12
98	4	35	11	55	29	75	40	67	63
57	52	18	73	77	44	15	87	45	25
53	13	18	45	82	41	45	57	88	28
70	30	20	12	60	67	94	34	97	56
94	21	96	19	9	9	93	61	30	55
75	0	26	28	71	92	43	10	5	99
42	14	12	44	11	45	17	99	74	100
