200	5
433	6518	1.3
369	1657	1.3
299	6137	0.8
405	3998	0.7
421	4406	0.9
459	5417	1.4
4	1277	0.5
341	1630	0.9
490	1040	1.2
154	5036	1.3
239	2333	0.9
231	1675	1.3
441	6087	0.5
414	5126	1.0
297	7720	0.9
363	3386	0.7
268	4112	0.8
187	1440	1.3
479	5934	1.3
341	6109	1.4
62	1211	1.0
451	6226	0.8
72	5365	1.4
113	4665	1.4
452	3103	0.8
292	5117	1.1
180	2122	1.5
308	2237	1.2
14	4397	0.9
110	6221	0.8
428	406	1.3
93	6684	1.2
296	7203	0.9
320	1783	1.4
361	7273	0.9
51	4890	0.5
406	1204	0.9
156	3090	0.6
71	1525	0.6
318	4083	0.9
318	5367	0.8
435	1771	1.3
353	3591	1.3
440	3532	0.9
324	4990	1.3
392	1794	0.6
433	121	1.3
213	1934	1.0
306	7285	0.7
451	8090	0.6
74	5951	0.5
468	2336	1.1
244	8186	1.4
28	1302	1.4
96	776	0.8
54	5073	1.3
136	3372	1.1
240	6016	1.3
111	6775	1.3
482	7978	1.3
256	207	0.8
118	3141	1.4
31	3539	1.0
487	4358	1.1
405	7786	1.3
195	7010	0.7
118	3932	1.4
477	6159	1.0
103	2780	1.2
60	474	1.0
158	3642	0.6
106	855	0.7
370	4075	0.9
262	7553	0.8
24	5060	1.2
459	650	0.6
29	7900	1.5
152	5106	1.0
202	431	0.9
86	2347	1.0
207	6639	1.4
32	2314	0.7
53	120	0.6
357	65	0.6
441	7012	1.0
222	5806	0.8
377	7335	1.5
388	363	0.8
78	230	1.4
394	2439	1.2
63	563	0.5
10	1553	1.1
382	4812	0.8
305	5563	0.8
376	5443	0.5
23	1544	1.5
15	3461	0.5
252	1567	1.4
185	5736	1.3
213	4225	1.1
325	1283	1.3
399	6562	1.5
168	4726	0.7
376	6717	1.5
108	2158	1.3
304	4368	0.8
291	3102	1.4
321	3095	0.9
263	7546	0.8
272	286	0.5
121	7865	1.2
96	3314	1.5
15	6722	0.7
385	2808	1.2
256	2292	1.5
420	4555	0.7
128	5343	1.1
332	3745	0.9
425	7920	1.4
47	3899	0.7
278	3925	0.6
371	6740	1.5
50	4576	1.3
61	5966	1.1
13	5943	0.6
68	2427	1.0
332	3411	1.3
322	7825	0.9
458	8127	0.6
143	5818	1.2
130	6166	0.6
54	4987	1.1
209	3469	1.2
46	4974	0.9
211	6232	0.6
317	824	1.4
71	6917	0.5
122	2138	0.8
148	2536	1.2
325	5811	0.6
58	3058	1.0
469	4588	0.9
414	1391	0.5
374	713	0.6
351	6185	0.8
356	7000	1.0
478	1975	0.9
336	5946	1.2
108	838	1.4
300	2957	0.5
448	6164	0.5
477	1623	1.5
315	2413	1.0
174	1803	1.4
45	7361	1.2
67	4504	0.5
94	5935	1.5
446	6502	1.1
473	7289	0.7
21	5366	0.5
144	5190	1.4
408	2454	1.4
472	7156	0.8
62	7425	0.8
224	6102	1.2
12	3164	1.4
100	5774	0.9
133	511	1.4
376	3360	1.1
167	5912	0.8
42	236	0.6
38	5024	0.8
276	8178	0.6
104	1700	0.6
5	5335	1.5
64	3996	0.8
415	5988	1.5
180	7450	0.6
467	5334	1.2
49	3860	0.5
12	5764	0.9
208	2309	0.8
361	1857	1.3
140	1263	1.3
344	2352	1.5
202	6646	0.8
470	5922	0.8
225	6332	1.4
403	5331	0.8
120	5191	1.0
77	6682	1.4
274	6313	0.5
61	4962	0.9
479	2101	0.9
187	2701	1.0
64	3603	0.9
165	4151	1.2
449	7817	0.7
348	5318	0.5
43	3893	1.0
3	41	44	82	94
56	2	18	75	26
79	58	86	25	21
88	90	35	35	90
4	49	41	66	98
14	97	80	0	97
81	29	85	65	91
54	69	73	60	4
99	56	47	90	56
90	95	2	46	55
20	63	32	48	40
70	40	67	67	100
26	35	8	48	18
82	93	46	24	32
44	50	23	45	56
44	28	35	58	42
40	30	40	30	78
88	30	48	3	30
84	36	35	26	77
57	59	59	75	8
33	39	66	47	99
67	8	35	87	37
14	23	44	66	1
95	60	37	33	68
7	68	83	5	5
57	45	98	100	42
28	95	60	24	52
39	15	75	74	80
4	97	82	17	73
46	80	61	88	94
83	52	13	21	68
24	6	46	89	69
73	54	9	61	59
51	45	26	5	98
