30	10
476	1768	1.1
240	1441	0.5
256	200	0.9
28	1496	1.1
161	1378	0.9
445	1707	0.5
257	1174	1.2
286	1833	1.4
9	667	0.8
188	1135	1.3
74	1643	1.2
390	513	1.2
459	947	1.1
279	1061	1.2
419	382	0.7
414	1231	0.9
425	861	0.9
472	1885	0.8
338	1142	1.4
18	512	0.8
281	986	1.3
342	139	0.6
72	86	1.4
298	158	0.5
105	89	0.7
300	733	0.6
225	1480	1.3
288	832	1.3
100	487	1.0
320	1554	0.6
76	79	58	91	24	65	59	47	72	90
31	52	94	82	66	60	14	58	2	25
81	2	51	77	94	99	69	79	89	84
49	92	34	82	83	83	34	4	35	31
96	47	98	64	72	90	61	60	20	31
78	77	85	48	43	13	60	19	73	90
30	18	13	35	52	91	49	78	59	33
42	27	70	92	89	32	83	91	7	17
21	14	49	79	21	43	45	34	26	88
87	15	94	95	46	99	43	87	38	54
87	10	25	22	62	44	71	81	82	45
49	25	65	88	94	25	35	75	25	63
46	74	22	44	38	49	61	63	87	52
23	18	22	50	73	79	5	26	4	61
37	66	70	55	65	37	79	35	91	82
92	1	34	52	84	91	45	72	13	88
29	77	68	6	85	16	12	39	2	64
36	53	37	20	96	54	99	52	64	60
64	56	91	32	75	100	64	99	7	6
99	11	84	49	25	81	10	28	12	22
17	86	5	65	83	28	94	50	10	23
99	76	47	44	12	12	14	97	49	41
35	48	54	49	25	63	40	33	49	59
82	27	80	22	43	31	92	61	69	47
11	48	22	88	51	42	86	79	69	26
12	16	52	47	55	97	99	15	48	83
68	33	70	29	89	9	68	16	97	45
69	29	77	22	65	30	100	4	80	48
16	75	19	53	0	5	20	23	10	5
75	77	49	28	67	83	5	86	91	13
