100	3
328	1500	0.7
171	2343	1.3
133	744	0.7
443	1335	0.8
71	1900	1.3
329	1501	1.5
449	3440	1.0
200	403	0.5
485	1679	1.3
376	1020	0.7
158	119	0.7
371	1708	1.2
117	146	1.1
178	699	1.5
53	1838	1.4
86	2434	0.7
125	521	0.8
266	1398	1.4
385	2277	1.4
224	3271	1.3
2	2278	0.9
317	115	1.1
215	4057	1.5
389	728	0.9
260	3221	1.2
263	2551	0.8
157	1424	0.7
439	4070	1.5
245	3939	0.7
402	4103	0.5
305	3625	0.9
10	40	1.0
500	1147	1.1
105	3538	1.5
393	4086	0.8
311	647	0.5
352	3742	1.4
490	289	0.8
477	331	0.9
142	2425	1.4
150	408	0.8
162	2546	1.5
203	2699	1.4
385	707	0.7
313	3247	0.7
386	1200	0.6
437	851	1.5
449	2648	1.1
125	1489	0.8
304	2734	0.7
319	3275	0.9
405	1281	1.0
430	3342	1.1
43	1958	1.4
32	3415	0.9
290	2655	0.9
172	15	1.5
342	49	0.8
333	20	0.6
325	2419	1.0
437	1142	1.2
33	2342	0.6
143	3580	0.8
18	3896	0.8
411	374	1.4
20	2459	0.7
248	4033	1.1
393	2862	1.5
454	3867	0.6
73	2588	1.0
396	525	1.0
336	2223	1.3
180	1033	1.3
82	2320	0.8
348	2474	1.2
280	2409	1.0
236	2058	0.8
116	1763	1.4
180	3859	1.2
220	1842	1.5
198	950	1.1
389	757	0.5
370	648	1.1
290	2734	1.2
243	967	1.4
9	2837	0.5
485	3861	0.6
395	3004	0.8
43	2399	0.7
108	1660	1.2
499	2807	1.3
116	2546	0.5
23	3035	1.0
209	3843	0.6
48	4041	1.1
388	506	0.8
436	1932	1.2
459	20	0.5
168	1704	1.1
174	3557	0.6
26	79	81
27	97	11
82	15	62
90	30	25
68	60	69
13	41	5
22	39	35
6	62	97
8	35	99
38	99	27
11	95	37
65	77	24
68	29	76
75	7	26
60	17	21
79	61	24
46	70	1
43	30	28
18	51	31
55	36	37
39	65	10
94	57	54
80	67	17
67	37	49
64	66	80
60	70	78
20	4	30
40	38	46
2	87	55
89	21	21
93	9	65
21	24	30
10	97	59
65	42	65
74	38	55
64	39	26
17	67	47
81	38	5
89	9	94
84	90	87
71	80	52
31	77	20
11	59	62
22	54	30
26	89	8
98	41	59
54	93	61
82	55	32
54	36	72
100	34	52
53	77	14
57	63	81
68	10	43
86	19	37
66	80	48
34	81	33
28	63	7
37	88	87
76	93	6
76	74	83
47	50	92
41	24	57
39	36	18
73	8	70
27	27	64
32	73	25
46	5	60
71	46	44
74	76	56
47	61	52
45	30	43
66	70	18
16	59	62
85	0	12
11	24	74
58	82	11
60	13	74
28	19	52
83	100	88
69	56	36
25	65	4
15	27	14
64	98	45
24	77	11
80	65	73
14	86	68
20	42	58
78	52	68
34	56	98
90	89	16
55	51	47
97	33	16
92	39	70
21	5	92
96	8	8
95	26	59
32	80	45
52	4	25
81	43	69
7	33	9
