200	10
72	5149	0.9
456	753	0.6
407	1828	1.3
392	7155	0.9
478	686	1.4
74	4485	1.3
18	7664	0.9
76	3122	0.5
184	6684	1.4
291	2885	0.7
148	5592	1.3
99	10169	0.7
411	281	1.0
309	4821	1.3
305	6576	1.0
260	10463	1.5
81	2517	1.4
113	4854	1.4
62	7579	1.2
181	2867	1.1
156	5519	0.5
365	2779	0.8
209	584	0.8
356	7403	1.4
110	274	0.9
296	5724	1.0
85	1323	1.4
217	10104	1.3
446	7549	0.8
188	8528	0.6
140	2892	1.5
451	4100	0.9
444	9233	1.3
336	5885	1.4
31	6157	1.5
53	4567	1.1
51	8174	1.0
68	489	1.0
291	643	0.8
348	4380	0.9
88	8782	0.6
196	8165	1.3
364	5814	0.6
468	90	0.8
196	9968	1.0
18	3221	1.0
70	4420	0.7
17	2583	1.3
196	2194	1.1
205	4499	1.0
277	3838	0.6
409	4525	1.1
281	7702	0.7
209	3874	1.4
340	4567	1.2
112	7962	1.0
208	8705	0.9
29	661	0.8
95	6812	0.6
286	176	1.4
423	2087	1.3
465	1199	1.1
468	2319	1.3
43	2155	0.6
284	4419	0.9
197	5557	1.2
479	8890	0.6
325	4300	0.7
300	4325	1.3
325	8630	1.3
196	244	1.2
116	8209	1.0
67	1008	0.7
197	6087	1.5
448	9150	1.0
494	10166	0.8
317	10471	0.8
169	917	0.6
314	4501	0.8
237	8677	1.4
250	10238	1.3
127	1058	1.2
217	9255	0.7
483	8179	0.5
80	8618	0.9
399	3831	1.0
150	7409	1.4
171	6768	1.5
455	9806	0.8
411	10176	1.1
338	1930	0.5
247	3064	1.5
182	8381	1.0
190	1425	1.0
378	2823	1.4
372	10067	1.4
427	4978	1.2
83	5582	0.7
164	2743	1.1
116	6115	1.1
304	8702	1.5
298	7363	1.5
129	2833	1.0
371	10310	1.2
40	7557	1.4
124	7464	1.4
117	9712	1.4
465	2506	1.1
125	8966	0.5
437	6305	0.7
417	3269	0.9
223	1233	1.3
118	5649	0.8
367	7725	1.5
272	6212	1.2
443	9162	0.8
48	429	0.9
210	6863	1.4
386	3015	1.5
