100	3
451	1920	1.1
241	3645	1.0
205	3234	0.7
459	800	1.4
108	657	0.9
259	4561	0.7
253	4306	0.7
371	4446	0.9
314	1923	1.2
459	883	1.3
500	2801	1.5
1	2477	1.0
211	3019	1.3
27	2637	1.1
316	2192	0.7
341	4948	0.7
441	1378	1.3
398	284	0.5
235	2403	1.4
63	4194	1.3
193	4466	1.0
377	4435	0.7
10	4549	0.9
21	4653	1.3
469	2923	0.9
143	1846	1.4
310	4899	0.6
38	3651	0.6
222	764	1.3
496	3275	0.8
348	1081	0.6
450	2168	1.4
302	3339	1.0
458	873	0.8
497	66	0.9
164	3593	0.6
370	241	0.6
84	368	1.1
173	4603	1.3
192	2218	0.7
213	3505	0.5
95	2369	0.7
58	3680	0.7
411	1888	1.3
121	3165	1.0
195	216	1.2
430	334	0.6
18	4762	1.4
256	3551	1.3
168	2582	1.4
174	4552	1.1
434	282	1.4
185	2363	1.5
142	4067	1.2
249	3967	0.5
125	2482	0.8
490	3805	0.8
89	4679	0.6
179	4900	0.7
83	914	0.8
136	5093	1.1
466	1450	0.5
341	1948	0.8
443	2082	0.9
16	1232	1.0
65	1585	1.4
120	4723	1.3
484	909	1.1
347	4055	0.5
462	975	1.4
209	539	0.9
484	2468	0.7
328	1962	0.9
157	3244	1.0
116	2256	0.8
174	480	0.7
251	543	0.8
272	2547	1.4
167	3426	1.3
266	1881	1.1
471	3576	1.2
410	142	1.3
43	236	1.4
302	3961	0.6
410	2496	0.6
42	3706	1.0
176	275	0.5
293	3113	1.5
23	3767	0.9
29	2159	1.3
16	2492	1.2
396	3446	0.6
392	2590	1.5
133	4032	1.0
492	2278	1.0
103	1335	1.4
374	4510	1.2
134	3380	0.8
198	897	1.3
187	1704	0.9
24	65	94
46	48	81
64	21	23
67	17	75
74	27	66
40	31	13
65	81	83
99	44	100
88	30	23
4	59	11
18	10	16
46	86	18
8	91	6
69	12	53
68	5	13
85	52	38
72	89	67
53	60	7
36	49	5
17	1	57
15	74	31
11	98	41
100	40	82
65	29	38
40	7	59
84	6	99
31	80	17
40	64	64
46	6	97
75	66	76
72	15	12
39	56	10
86	20	48
92	59	64
85	100	22
6	84	51
50	95	46
60	6	77
55	44	77
19	84	20
54	73	61
22	44	49
94	29	39
31	14	53
18	72	41
75	17	4
3	53	36
29	55	28
18	87	2
27	77	95
74	88	99
50	61	25
98	73	61
41	58	100
45	10	31
2	81	40
21	36	43
38	44	86
32	86	73
34	37	49
61	11	56
28	65	32
31	74	47
8	91	77
83	31	51
51	57	100
1	25	72
12	95	58
45	76	69
88	31	63
53	50	36
75	38	47
63	18	97
21	60	81
30	15	94
6	11	66
49	32	19
11	49	21
13	65	1
39	71	41
95	95	12
72	99	19
42	3	42
87	45	22
92	45	43
94	13	87
70	50	49
99	63	34
70	32	23
18	66	43
59	8	3
28	40	61
37	8	5
8	90	94
32	37	92
83	8	98
2	11	35
0	89	25
78	83	96
89	12	79
