200	5
400	8186	1.5
265	5386	1.0
158	1234	0.8
462	6352	0.6
327	531	0.9
472	7461	0.8
365	5178	1.0
437	7318	0.5
143	9558	0.8
497	3086	0.5
113	4560	1.3
363	7450	1.0
306	4013	1.2
322	8567	0.7
98	3625	1.3
364	532	1.4
183	8614	1.5
33	7816	0.6
277	6124	0.6
444	7349	0.6
467	5058	0.9
446	7425	0.6
247	5505	1.0
473	8735	1.5
395	8752	1.4
13	1037	0.8
204	5228	1.3
218	8132	1.3
159	608	1.2
103	2845	1.1
46	7400	0.9
164	6792	0.8
210	3173	0.9
32	7670	0.9
411	5258	1.3
90	7925	0.9
348	932	0.8
446	6728	0.7
194	9960	0.8
155	7153	1.5
306	4307	1.4
414	8768	0.9
341	3716	0.5
465	3581	1.4
210	8439	0.7
340	941	0.9
473	3447	1.2
362	9359	0.7
118	2774	1.3
59	4098	0.8
130	4031	1.2
415	10015	1.0
45	8037	0.8
226	3102	0.5
178	5809	1.4
353	7213	1.1
151	9625	1.3
344	9379	0.7
193	8154	1.1
415	3951	1.2
4	10004	0.8
64	5522	0.7
351	9793	1.5
363	2352	0.7
113	7616	1.0
92	8677	1.4
123	176	1.4
136	7323	0.7
122	1913	0.6
329	2547	1.0
340	3079	0.8
371	3725	0.9
362	6259	0.9
98	5452	1.3
396	2989	1.4
302	2834	0.7
170	4317	0.6
67	3817	1.0
163	10208	1.4
235	2733	1.1
155	5909	1.2
226	8265	0.8
394	2972	1.2
112	9669	0.6
319	4728	1.5
27	2673	0.7
180	2527	1.1
393	6015	1.1
223	4129	0.9
57	2391	1.4
239	9204	0.9
221	1614	1.1
108	5625	0.5
336	2218	1.3
94	4179	0.6
134	2901	1.3
146	3337	0.8
111	9836	1.0
440	1221	0.8
284	5834	0.8
240	1992	0.9
256	6797	1.0
241	4612	0.9
414	766	0.8
52	9489	1.0
125	2016	0.9
351	1037	1.2
65	3054	1.3
174	1132	0.5
490	9616	0.7
216	5627	0.7
253	5286	1.1
118	1281	1.3
393	3330	0.5
443	2963	1.2
