200	10
267	7455	1.2
485	2132	1.0
367	8686	1.0
152	9087	1.4
454	6021	0.8
262	4939	0.6
171	8596	0.8
277	5333	0.7
8	10273	0.6
282	2368	1.2
444	6419	0.8
210	5024	1.1
98	3713	1.0
465	3843	1.4
271	8972	1.3
441	9462	1.4
402	2876	1.3
109	9055	1.4
462	6202	1.4
224	3778	0.8
352	6093	0.9
2	1508	1.0
403	10317	1.4
254	9548	1.0
346	2156	1.3
85	4671	1.5
397	434	1.3
413	353	1.5
304	4428	1.2
283	7477	0.8
54	3419	1.1
334	4150	0.5
272	7708	1.4
360	1653	1.5
23	840	1.1
265	7556	0.6
478	1381	1.1
411	609	1.3
108	8210	1.2
458	6905	1.4
24	9666	0.7
336	9380	0.8
68	5936	0.8
83	10190	0.9
121	8998	0.9
434	4343	1.1
153	5145	1.1
386	9249	1.2
56	8345	1.2
442	7713	0.6
164	1319	0.7
89	9798	1.0
300	6010	0.6
156	524	0.7
93	4396	0.8
252	2189	1.4
434	3704	1.2
478	609	1.3
125	3270	0.7
98	2474	1.2
316	1451	0.9
5	7293	0.7
76	858	1.5
15	4656	0.6
157	7114	0.9
18	2787	1.1
28	9159	1.4
246	5235	0.8
429	5085	0.6
475	6035	0.7
238	3967	1.2
470	3897	1.0
285	1946	0.6
380	1461	1.5
108	1677	0.8
289	4961	0.9
394	9643	0.7
121	896	0.7
251	5833	0.8
328	7451	0.5
386	10464	1.5
152	8633	0.6
471	6868	0.6
458	8388	0.9
310	5880	0.7
118	860	0.7
189	3179	1.4
352	7173	0.9
290	4536	1.3
284	4457	0.6
114	6482	1.4
379	4169	1.4
286	9440	0.9
386	8383	0.7
210	10101	0.9
58	2330	1.1
156	6654	1.4
245	2650	1.2
256	9133	0.9
58	5003	1.5
410	5028	1.3
276	4098	0.9
40	9134	0.7
482	8251	0.6
355	3270	1.3
236	6981	0.7
490	7278	1.4
421	1812	1.4
39	7409	0.6
318	1077	1.4
282	8634	1.2
2	8547	0.8
164	6440	0.5
471	5815	1.4
235	9003	1.3
427	8496	1.2
401	8203	1.3
29	658	0.6
24	6972	1.1
229	8389	1.2
268	1286	1.3
23	4716	0.8
16	8119	1.0
233	8237	1.0
2	8006	1.0
289	7333	0.8
275	35	0.9
457	10347	1.1
83	10263	0.8
219	2623	0.8
39	8080	1.5
431	880	1.3
353	7813	0.7
274	8200	1.2
198	554	0.6
179	7303	0.7
382	1249	1.3
115	6077	1.4
94	5203	1.3
338	4361	0.8
10	1761	1.2
459	976	1.1
168	6225	1.5
159	2907	1.4
243	6936	0.5
23	8022	0.8
263	4706	1.0
359	10212	0.9
418	2682	0.9
170	7573	1.1
133	656	0.8
76	7114	0.9
304	4042	0.7
101	4655	1.3
438	6560	0.8
401	8613	1.2
78	5966	1.5
217	10239	1.1
294	8126	1.2
220	6771	1.0
328	3830	0.7
8	8353	1.1
158	3148	1.2
360	9525	1.5
19	7243	1.4
71	9754	0.7
98	2650	1.1
260	5776	0.7
86	7448	1.2
122	4149	0.8
255	9742	0.6
164	7366	0.8
84	365	1.5
117	6199	0.9
33	7358	1.0
65	8790	1.1
53	4566	0.6
320	7285	0.8
313	1789	1.2
381	4767	1.2
35	8221	0.6
463	7280	0.9
251	6194	1.0
101	1019	1.4
409	4843	1.2
317	1309	0.6
440	509	0.8
388	877	1.2
459	9839	1.0
315	1216	0.7
493	3917	0.6
371	8057	1.4
360	7696	0.9
71	8753	1.1
349	2312	1.3
105	7239	1.3
495	5325	0.7
407	9692	0.6
328	3421	0.6
440	4786	0.9
92	46	54	57	3	50	44	38	52	4
69	58	43	82	74	35	3	1	78	51
41	40	89	0	46	51	20	78	100	54
87	80	19	99	58	78	27	95	51	27
52	94	39	87	64	11	49	5	58	88
34	41	62	72	97	96	7	26	31	94
32	27	84	22	51	74	85	43	60	76
58	91	17	30	45	80	72	51	82	32
60	79	33	38	71	17	39	70	76	33
85	66	36	73	17	91	85	5	63	2
83	78	38	28	69	78	18	73	81	81
61	68	78	97	31	92	43	72	49	54
93	76	96	83	71	32	89	14	57	4
81	7	65	10	82	97	65	79	54	5
98	6	96	18	18	43	53	55	45	63
73	27	38	36	39	36	88	76	10	75
47	60	98	11	70	15	96	2	8	57
11	20	19	62	5	42	31	95	89	83
34	43	75	25	33	75	60	18	30	1
12	8	74	41	34	72	50	61	100	8
41	9	17	63	34	8	30	52	5	9
93	35	59	95	33	36	41	30	68	27
30	36	41	3	98	92	80	50	47	41
31	27	44	16	64	83	19	39	22	11
73	21	87	75	56	28	45	99	65	20
37	65	11	35	58	0	18	36	88	10
96	82	43	26	41	31	9	32	44	71
51	38	1	43	56	66	55	82	18	8
46	38	8	33	89	80	38	95	78	77
77	18	19	33	3	27	97	90	77	66
67	50	0	5	4	66	55	78	77	21
80	12	70	58	87	39	65	82	76	34
57	94	32	45	33	78	96	2	14	2
54	41	39	53	72	36	34	59	100	82
29	42	72	9	62	30	45	95	36	81
78	20	78	43	5	64	44	24	20	79
39	60	97	21	1	83	80	8	82	69
74	52	14	66	51	54	85	85	21	9
90	42	68	5	3	64	11	50	46	7
91	36	57	31	24	70	84	69	56	53
81	22	26	67	23	44	91	52	47	28
16	2	0	63	87	98	39	69	33	83
26	93	39	8	94	63	23	55	8	73
48	52	5	20	73	8	39	54	78	62
94	46	0	92	37	65	87	57	26	50
18	46	63	74	11	80	16	78	45	48
90	80	18	44	71	47	93	59	33	4
18	99	12	3	7	100	56	0	40	98
51	80	79	25	24	71	69	91	31	80
5	21	28	7	46	18	31	61	32	6
69	30	31	26	30	40	37	51	6	49
33	86	39	6	94	7	68	34	90	33
89	50	89	53	18	98	23	18	83	100
2	41	0	94	53	64	17	77	54	76
27	18	68	41	57	56	7	87	43	39
67	53	75	46	42	22	46	24	62	40
61	80	82	57	74	86	32	84	81	10
91	5	49	44	60	35	9	33	30	57
91	93	9	49	21	6	80	14	85	85
86	33	43	95	11	50	22	27	38	11
71	19	42	75	91	91	44	96	45	22
38	17	40	28	42	72	97	45	81	14
0	8	35	100	48	17	0	20	72	66
51	24	78	56	73	22	64	50	68	0
52	85	72	68	12	6	4	26	12	57
91	12	50	52	68	95	32	97	23	71
39	76	69	54	33	53	9	88	70	42
96	82	58	58	38	13	21	18	52	71
18	11	20	0	81	100	56	28	97	63
19	7	32	62	7	86	7	21	45	16
1	16	8	25	32	62	9	62	67	81
56	16	7	59	46	75	28	63	86	61
78	21	95	39	47	56	93	56	13	49
40	55	41	47	1	70	86	91	23	23
