30	3
328	187	1.3
111	556	1.3
166	1008	1.4
114	81	0.6
290	550	1.0
213	1213	1.0
456	746	0.7
100	797	1.0
403	597	1.1
264	760	0.8
67	1274	1.2
2	48	0.8
91	185	0.9
455	27	1.1
183	1145	1.3
205	755	1.0
123	222	1.3
353	442	1.0
236	1006	0.9
465	686	0.6
109	849	1.0
499	1024	0.8
96	298	0.9
329	616	1.4
84	434	0.5
262	1319	1.5
274	99	1.4
207	910	1.4
344	943	1.1
312	1146	0.8
43	65	88
55	13	16
34	63	92
35	44	65
1	20	55
91	82	23
79	63	26
22	25	54
76	83	3
78	97	14
0	87	67
38	41	78
9	93	36
85	82	79
20	65	79
65	74	50
40	73	50
74	29	61
89	47	80
95	42	88
57	71	96
78	51	52
4	63	43
82	27	59
58	45	94
73	40	37
65	23	78
19	33	55
11	1	35
25	35	46
