200	10
195	6016	1.5
344	1081	1.2
239	6833	1.1
283	10219	1.0
45	263	0.9
218	9233	1.1
186	438	1.1
167	3368	1.0
348	7376	0.5
341	8145	0.8
116	7431	1.4
133	4328	0.8
262	5318	0.7
187	4949	0.8
297	4547	0.7
302	4107	0.5
38	3590	1.1
325	8656	0.5
18	8174	1.0
59	8209	1.2
471	8109	0.9
202	8488	0.8
253	9826	0.6
442	204	1.0
148	8581	1.2
200	6282	0.8
404	5496	1.0
81	6464	0.9
390	6427	1.4
81	4213	1.1
180	3033	0.5
419	8425	1.3
87	1539	0.5
167	1307	0.6
419	1984	0.8
201	10483	0.9
322	8431	1.4
382	4993	1.3
386	8562	0.7
466	9879	0.8
480	9573	1.4
1	6170	1.1
349	6667	1.3
17	8694	1.0
247	453	0.7
216	8022	1.2
484	133	1.1
117	3297	0.7
176	2671	0.6
394	4574	0.9
395	5114	1.3
387	7373	1.2
242	108	1.5
115	9713	0.8
314	2796	0.5
146	1874	1.4
63	10465	1.4
363	1160	0.9
255	4344	0.6
166	4517	1.1
199	5725	1.4
475	6145	1.0
188	7256	0.6
92	5175	1.2
204	9323	0.8
210	4234	0.7
21	5557	1.4
499	1781	1.5
365	10089	1.1
46	82	0.8
438	996	0.8
327	9100	0.8
277	10241	0.8
58	4564	0.7
390	9665	1.2
177	1974	1.3
194	4990	0.8
500	4042	0.9
285	724	0.5
199	1413	1.2
329	1050	0.8
437	2736	0.7
181	3143	1.0
61	2620	1.3
3	8091	1.3
48	7942	1.4
14	2131	0.8
231	5835	0.7
349	5444	1.0
443	1078	0.5
174	8193	0.9
59	6582	1.1
453	7103	1.2
129	5797	0.7
466	4456	1.5
386	6699	0.8
146	6808	0.5
452	2139	0.8
255	8219	1.0
175	7747	1.3
331	10278	0.7
158	7981	0.5
342	4868	0.6
392	6165	0.7
43	9867	0.6
401	3234	0.5
372	609	1.4
117	4274	0.6
153	3710	0.8
335	7557	1.5
313	4659	0.9
132	3999	1.1
384	9145	0.9
127	8051	1.3
309	8842	0.9
462	7904	0.7
75	4453	0.7
18	5666	1.1
453	6250	1.0
96	4917	1.0
349	735	1.5
275	2824	1.3
272	1393	0.6
393	7335	1.1
117	9943	0.8
160	1473	1.3
479	1010	1.2
390	987	1.3
88	5886	0.9
262	2063	0.5
281	963	1.0
494	1154	1.0
201	1244	1.3
308	9686	1.3
299	387	1.3
317	2599	1.2
163	1395	0.6
309	6350	1.1
382	6014	1.0
103	5839	1.2
1	98	1.0
158	631	1.4
383	5350	1.4
15	2490	1.2
307	8822	1.1
28	8693	0.8
168	8118	1.2
237	7318	0.9
103	1291	0.7
186	4388	0.9
436	8647	1.0
156	9339	1.2
485	6506	1.0
83	7451	1.5
112	121	1.1
72	3090	1.5
481	830	0.6
327	995	0.7
393	8869	1.0
210	3920	1.2
284	400	1.1
400	4814	1.1
215	6613	0.6
486	8915	0.8
287	4435	0.5
226	6212	1.0
216	4838	1.2
275	6819	1.5
98	1721	0.5
452	1349	1.3
463	223	0.7
171	9056	0.6
443	5838	0.7
49	6343	1.1
14	1792	1.3
461	5714	1.3
140	5905	0.6
96	7602	1.5
100	8210	1.0
301	7596	0.5
62	8405	0.5
354	4630	0.8
470	8398	0.7
341	4714	1.2
