6
40

145 174 163 136 127 156 
151 174 160 131 155 153 
146 169 128 150 154 133 
138 171 138 161 141 125 
133 173 127 164 166 151 
132 157 156 132 143 147 
138 154 144 156 169 152 
174 152 154 172 166 139 
144 146 158 155 160 128 
148 154 168 158 150 173 
168 166 128 159 135 166 
160 137 144 169 132 153 
148 147 133 150 141 154 
136 129 139 125 127 135 
126 168 159 129 154 165 
131 128 167 159 173 146 
133 172 155 172 144 172 
125 135 131 150 142 162 
130 161 126 161 142 152 
166 129 125 132 139 134 
170 158 128 146 145 165 
162 152 150 137 152 159 
163 154 139 155 160 153 
147 130 168 150 128 171 
141 153 125 172 159 153 
155 137 131 125 168 151 
170 127 139 125 161 128 
142 145 148 145 132 174 
127 153 141 165 133 147 
165 147 139 162 171 143 
133 151 169 161 134 164 
172 151 157 168 145 158 
157 146 161 156 147 142 
132 150 133 164 174 136 
146 164 172 126 154 164 
142 148 130 125 149 127 
147 158 136 158 153 155 
167 127 135 143 174 174 
130 125 162 169 166 151 
148 136 161 167 163 129 

82 62 86 69 64 90 88 96 68 56 65 88 89 89 62 61 63 55 84 61 69 74 66 89 75 88 63 55 50 87 95 81 87 86 66 85 86 77 50 55 
52 55 75 79 63 82 99 73 80 88 86 89 57 85 65 73 70 94 93 67 56 62 61 92 52 82 88 69 97 64 82 79 64 98 54 89 61 97 62 83 
83 97 98 93 98 79 97 58 86 96 95 53 79 60 52 96 68 87 78 51 90 60 63 85 80 79 78 72 78 86 79 54 79 90 79 97 80 69 53 97 
97 94 81 64 77 73 97 87 51 81 77 55 99 94 81 83 59 51 92 50 50 59 88 50 77 77 62 89 88 62 77 56 63 81 75 54 91 88 96 58 
94 72 84 68 86 59 72 79 99 53 86 55 55 58 62 63 66 86 71 63 72 96 75 96 63 67 74 69 68 55 50 89 63 53 71 80 76 88 94 55 
62 60 94 70 51 73 69 91 81 61 81 93 76 53 79 53 82 52 56 88 78 93 89 88 54 79 74 85 88 63 76 84 59 71 87 76 56 64 78 88 
66 65 86 75 66 85 91 76 97 84 63 66 51 89 53 65 79 76 90 90 96 62 87 96 86 60 62 82 90 71 60 79 82 66 81 56 96 84 61 88 
53 80 72 63 92 58 67 52 85 75 60 55 80 84 99 89 86 73 87 78 71 66 99 54 90 68 84 74 93 51 96 75 74 74 65 83 85 50 60 57 
73 62 76 89 70 81 89 69 89 57 78 88 78 50 68 74 83 58 67 90 86 65 77 73 79 98 74 62 79 69 63 92 87 55 65 89 81 69 61 64 
64 84 62 57 66 57 59 56 52 60 88 85 79 50 98 90 74 86 75 73 62 88 78 82 57 81 78 90 97 96 62 71 90 63 93 57 94 99 50 75 
56 69 63 66 60 54 68 73 70 87 92 77 71 68 68 77 68 55 80 60 82 87 91 53 67 66 91 69 99 73 57 68 87 77 61 85 88 94 91 58 
58 64 97 82 53 60 52 89 75 79 54 70 53 55 72 53 86 52 95 77 73 73 59 80 64 82 90 62 84 94 52 79 85 57 51 87 92 51 60 51 
