0,3,16,10,1,9,3,14,16,9,4,5,2,3,8,1,0
0,2,8,15,12,17,14,18,4,9,16,9,14,14,5,7,0
0,161,180,207,177,178,105,241,105,117,106,173,190,164,116,107,0
0,163,188,221,188,194,118,258,109,126,121,182,203,177,121,114,0
0,3,16,7,17,7,16,11,4,13,9,11,18,17,13,15,0
0,1.5,2.0,0.5,1.5455,0.4375,1.2308,0.64706,1.0,1.4444,0.6,1.2222,1.3846,1.3077,2.6,2.1429,0
0,68,25,36,27,90,63,99,22,15,14,56,95,53,47,40,0
0,8,3,9,3,4,6,2,6,10,7,2,4,8,9,7,0
0,0,4,9,6,2,8,7,7,4,9,2,5,3,6,9,0
0,10,0,5,7,3,10,5,6,9,6,8,4,3,7,7,0
0,8,10,0,8,4,6,8,4,9,8,5,5,4,9,5,0
0,8,10,4,0,6,2,5,9,6,4,3,4,4,3,8,0
0,5,3,10,9,0,2,3,10,5,7,7,8,10,3,8,0
0,3,3,6,4,4,0,5,9,7,3,5,5,6,2,4,0
0,7,3,2,7,2,2,0,6,6,9,3,7,9,6,6,0
0,5,2,3,8,3,10,10,0,5,8,8,10,5,9,9,0
0,9,3,4,2,6,7,4,2,0,6,5,3,4,7,6,0
0,5,6,2,4,9,6,7,8,7,0,7,3,9,5,10,0
0,9,8,2,5,5,8,7,9,5,5,0,9,10,2,6,0
0,9,4,3,5,7,6,6,10,2,6,4,0,4,6,4,0
0,2,10,3,3,9,6,3,5,9,6,10,6,0,3,9,0
0,6,10,6,7,3,2,10,10,7,10,4,2,6,0,10,0
0,9,3,6,9,6,3,7,8,10,3,2,6,8,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0
