0,84,61,11,2,2,34,23,50,72,68,16,19,20,61,83,0
0,20,6,11,19,7,15,3,8,10,18,9,7,19,14,3,0
0,192,106,93,132,153,133,63,89,225,179,157,138,152,163,196,225
0,206,111,101,146,158,144,66,95,232,192,164,143,166,173,199,232
0,11,13,12,8,8,17,20,15,17,7,14,15,19,16,8,0
0,0.78571,2.6,1.5,0.57143,1.6,1.5455,6.6667,2.5,2.4286,0.53846,2.0,3.0,1.3571,1.6,2.6667,0
0,1,4,2,2,4,3,7,1,4,3,5,7,10,3,4,0
0,5,3,10,6,5,10,4,6,4,7,10,9,6,4,6,0
0,0,5,9,4,2,7,4,3,6,8,6,2,2,5,3,0
0,3,0,7,8,3,9,6,10,4,9,2,8,2,10,5,0
0,10,10,0,10,2,9,3,6,9,4,3,4,7,6,5,0
0,6,8,9,0,9,4,3,8,6,9,7,10,3,5,4,0
0,6,3,7,10,0,3,4,9,4,2,3,7,8,6,6,0
0,9,4,8,2,7,0,5,4,2,3,8,9,2,8,4,0
0,4,10,10,5,8,5,0,5,3,4,10,4,5,10,3,0
0,9,5,3,6,6,6,6,0,2,3,7,5,10,10,8,0
0,4,8,6,10,5,2,9,2,0,2,4,3,4,2,8,0
0,2,2,8,2,8,2,10,5,8,0,3,9,3,2,7,0
0,5,6,3,5,6,4,5,9,8,7,0,5,6,6,4,0
0,7,8,4,5,2,8,4,10,3,6,2,0,6,5,2,0
0,10,3,9,6,2,8,7,7,10,10,4,8,0,4,9,0
0,6,2,5,6,8,7,8,10,5,2,7,5,7,0,4,0
0,3,3,5,10,9,3,7,10,10,10,3,8,2,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
