0,10,10,2,4,6,4,5,7,3,5,0
0,17,19,13,4,13,12,12,2,6,3,0
0,109,115,106,104,107,109,101,106,103,108,115
0,111,117,108,105,109,111,103,107,104,109,117
0,5,19,16,10,12,19,3,16,19,5,0
0,2.5,9.5,8,10,6,9.5,1.5,16,19,5,0
0,7,10,3,2,4,3,8,4,6,7,0
0,0,10,9,6,3,7,3,6,7,2,0
0,2,0,6,9,7,7,5,10,2,9,0
0,9,2,0,7,6,5,4,9,7,3,0
0,10,2,2,0,10,7,5,10,5,6,0
0,6,6,8,6,0,5,7,9,10,9,0
0,9,6,5,6,2,0,7,2,7,10,0
0,3,4,9,2,9,7,0,9,3,4,0
0,7,5,8,6,4,3,3,0,6,4,0
0,6,2,3,10,2,9,3,10,0,7,0
0,9,7,3,4,7,7,2,3,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
