0,82,48,54,44,74,61,53,9,89,33,0
0,2,9,11,18,17,7,7,12,12,14,0
0,98,67,75,71,101,82,86,30,114,57,114
0,99,70,79,77,107,85,89,34,118,62,118
0,11,17,19,10,3,11,2,19,3,9,0
0,11.0,5.6667,4.75,1.6667,0.5,3.6667,0.66667,4.75,0.75,1.8,0
0,2,4,2,3,2,5,1,3,1,3,0
0,5,2,8,8,4,6,9,8,9,5,0
0,0,7,10,9,7,6,2,2,7,10,0
0,3,0,10,4,8,5,10,7,7,10,0
0,7,8,0,6,4,8,8,8,10,8,0
0,6,9,3,0,9,10,10,4,9,9,0
0,5,5,4,9,0,3,4,9,6,10,0
0,8,8,8,2,10,0,4,2,7,6,0
0,3,4,9,9,7,4,0,5,8,4,0
0,10,9,5,9,5,7,9,0,6,5,0
0,6,9,5,2,4,7,2,6,0,7,0
0,4,8,8,4,3,5,9,4,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0
