0,21,12,20,2,21,8,21,7,15,11,0
0,6,5,2,9,11,11,4,2,6,18,0
0,64,91,64,34,89,97,88,76,55,52,0
0,70,96,66,43,99,107,92,78,61,69,0
0,13,12,13,6,17,13,19,7,15,5,0
0,2.1667,2.4,6.5,0.66667,1.7,1.3,4.75,3.5,2.5,0.29412,0
0,43,75,17,2,12,44,4,47,72,25,0
0,4,7,8,10,6,2,3,4,2,10,0
0,0,3,10,3,9,6,2,7,5,6,0
0,5,0,4,3,2,10,9,10,9,6,0
0,9,8,0,6,8,9,8,7,8,9,0
0,3,9,2,0,5,9,5,9,3,10,0
0,4,5,2,4,0,9,4,5,9,7,0
0,9,9,9,10,8,0,2,3,5,4,0
0,10,4,10,5,3,10,0,10,8,5,0
0,4,10,2,8,8,3,8,0,10,10,0
0,8,4,2,4,6,8,7,5,0,7,0
0,3,3,9,9,3,9,10,7,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0
