0,13,1,21,27,29,8,11,27,22,4,0
0,3,8,20,14,11,9,9,6,19,6,0
0,104,72,105,114,106,89,81,108,97,97,114
0,105,75,111,119,110,92,84,110,103,99,119
0,11,8,9,12,7,20,5,3,11,9,0
0,11.0,2.6667,1.5,2.4,1.75,6.6667,1.6667,1.5,1.8333,4.5,0
0,6,3,2,3,3,4,2,1,1,2,0
0,6,9,9,7,8,4,10,3,10,7,0
0,0,4,5,6,10,8,2,6,10,2,0
0,9,0,3,4,9,8,8,4,2,4,0
0,4,4,0,9,7,5,9,9,2,5,0
0,10,10,10,0,3,3,4,7,4,8,0
0,2,7,2,7,0,3,4,3,7,4,0
0,6,6,5,7,6,0,8,10,7,10,0
0,5,6,2,6,10,6,0,9,5,9,0
0,9,5,2,5,3,5,9,0,9,8,0
0,4,3,2,3,8,5,8,4,0,3,0
0,10,6,9,4,8,6,10,6,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0
