0,148,2,163,65,127,62,63,64,72,154,138,82,166,124,42,75,165,114,77,18,147,27,57,76,111,24,62,143,123,111,28,155,128,106,53,1,161,2,52,31,9,86,56,44,86,159,87,81,41,147,0
0,4,2,18,18,13,8,2,18,16,17,2,16,14,16,4,15,14,11,8,13,14,16,17,14,13,2,9,10,12,8,11,19,7,10,13,11,9,8,13,16,17,4,3,11,8,10,11,14,12,15,0
0,523,352,551,493,532,412,394,534,398,509,549,520,531,563,497,452,497,561,425,350,530,376,497,509,465,514,451,592,543,598,447,617,505,443,497,326,494,324,414,441,424,489,378,467,502,489,409,542,504,637,0
0,525,353,557,499,536,415,395,540,403,515,550,525,536,568,499,457,502,565,428,354,535,381,503,514,469,515,454,595,547,601,451,623,508,446,501,330,497,327,418,446,430,491,379,471,505,492,413,547,508,642,0
0,11,6,19,19,16,4,11,12,2,17,15,14,9,18,11,14,19,15,16,15,10,13,6,10,9,7,19,17,20,6,12,16,20,4,20,17,15,15,14,15,18,19,11,3,12,9,2,18,5,17,0
0,5.5,6.0,3.1667,3.1667,4.0,1.3333,11.0,2.0,0.4,2.8333,15.0,2.8,1.8,3.6,5.5,2.8,3.8,3.75,5.3333,3.75,2.0,2.6,1.0,2.0,2.25,7.0,6.3333,5.6667,5.0,2.0,3.0,2.6667,6.6667,1.3333,5.0,4.25,5.0,5.0,3.5,3.0,3.0,9.5,11.0,0.75,4.0,3.0,0.5,3.6,1.25,3.4,0
0,83,7,29,41,6,2,5,78,37,45,50,19,58,16,61,53,12,68,48,33,6,53,65,21,32,24,53,90,83,40,24,49,13,10,51,24,44,11,1,39,23,70,6,6,72,24,3,35,93,45,0
0,8,6,2,10,9,7,7,7,9,8,7,2,10,8,9,3,3,3,6,8,9,10,9,8,2,6,7,2,7,6,4,2,8,2,6,10,10,5,6,4,7,3,5,8,7,10,9,3,6,10,0
0,0,4,9,8,8,9,6,3,10,7,10,2,4,9,2,5,6,6,4,5,6,2,3,2,8,4,7,3,7,8,6,3,2,7,4,6,4,3,2,3,7,5,8,7,5,2,6,4,3,4,0
0,2,0,5,3,9,6,6,2,6,8,5,10,6,5,9,5,9,8,10,9,7,6,8,5,5,5,2,6,9,5,2,4,8,10,2,4,9,9,8,7,7,9,9,4,7,6,7,8,3,4,0
0,6,5,0,7,10,5,3,6,2,3,7,9,5,7,10,2,8,9,6,5,3,10,7,5,8,7,3,10,5,10,5,8,4,7,2,8,10,4,10,2,6,6,2,6,4,4,5,8,6,2,0
0,4,10,2,0,8,5,3,8,6,5,7,6,10,5,2,5,7,4,2,10,9,9,10,10,2,9,6,7,7,7,2,4,8,3,3,6,8,2,6,3,7,2,8,5,10,2,5,9,6,7,0
