0,13,20,9,34,14,26,14,20,22,12,0
0,12,14,8,10,5,15,12,12,13,15,0
0,119,85,128,124,82,142,82,85,115,119,142
0,125,92,132,129,85,150,88,91,122,127,150
0,10,15,3,3,15,19,14,16,11,6,0
0,1.6667,2.1429,0.75,0.6,5.0,2.375,2.3333,2.6667,1.5714,0.75,0
0,5,5,2,2,1,8,1,4,4,3,0
0,4,7,10,7,8,5,3,10,7,10,0
0,0,5,6,4,5,8,7,4,8,10,0
0,3,0,4,4,4,7,7,8,5,7,0
0,8,9,0,5,3,5,7,3,3,8,0
0,9,10,6,0,9,5,8,2,2,7,0
0,10,5,8,5,0,4,5,3,10,5,0
0,10,4,7,9,6,0,8,8,3,10,0
0,8,5,8,3,3,8,0,10,3,3,0
0,8,3,5,7,10,9,8,0,5,7,0
0,5,6,3,3,5,6,4,9,0,6,0
0,8,7,10,7,4,7,6,6,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0
