
2
9


68 82 
92 94 
73 78 
66 75 
59 52 
62 65 
70 63 
66 55 
95 93 


60 61 78 79 70 64 98 90 91 
96 73 75 95 68 96 62 88 66 
93 73 62 70 80 71 98 73 72 
53 93 84 91 75 94 95 50 77 
64 94 81 89 64 57 83 73 57 
67 63 79 60 86 73 53 95 73 
81 94 91 81 89 61 93 92 87 
78 70 91 69 83 95 71 94 91 
89 64 55 51 80 90 66 89 95 

91 82 54 95 84 58 90 90 56 
71 97 67 76 57 66 75 80 94 
97 54 50 98 85 54 82 55 55 
53 75 75 92 84 75 56 89 74 
86 96 75 61 74 88 68 67 62 
80 93 86 96 78 86 90 68 66 
81 66 67 64 82 83 75 60 70 
90 75 77 98 76 70 71 78 91 
72 76 65 62 91 59 88 72 88 


