
4
8


80 51 69 77 
54 98 59 87 
76 88 76 70 
53 59 88 66 
70 55 95 92 
86 86 78 77 
89 68 83 81 
88 66 83 79 


91 96 75 89 87 73 95 82 
71 50 87 68 82 73 84 85 
89 59 97 94 79 61 66 91 
58 65 66 63 59 56 69 69 
57 65 84 69 65 84 89 77 
82 93 52 94 99 89 50 80 
82 98 87 65 76 85 77 55 
80 53 52 99 59 65 54 71 

91 59 96 83 89 54 72 99 
92 94 72 50 89 90 79 68 
54 60 53 89 57 74 95 92 
67 76 55 66 75 50 89 62 
71 74 73 98 93 91 53 57 
70 58 63 80 78 77 94 78 
95 75 62 85 78 85 60 98 
50 77 72 85 67 89 80 60 

74 67 82 78 94 59 52 73 
66 80 56 79 53 75 57 53 
72 67 80 57 75 61 85 74 
97 54 74 90 55 61 71 75 
94 74 60 77 59 62 64 62 
52 57 80 86 80 95 60 67 
52 90 70 94 89 98 86 67 
63 95 89 85 72 99 72 99 

81 65 94 80 72 95 98 82 
60 59 64 82 57 64 83 84 
66 88 72 70 79 51 92 58 
84 52 80 78 85 61 72 68 
66 71 99 87 71 75 54 81 
69 95 62 56 77 84 85 65 
80 98 52 55 65 70 89 93 
51 60 60 73 85 59 78 53 


