
4
8


74 74 91 58 
75 98 70 62 
96 58 57 85 
53 74 69 70 
70 61 75 56 
95 95 73 58 
71 85 66 65 
92 81 96 98 


62 70 90 80 74 76 89 52 
81 84 64 83 73 66 60 58 
78 77 72 84 54 69 79 64 
79 83 64 80 87 90 83 66 
98 72 64 93 76 73 66 93 
75 83 74 59 60 86 61 97 
92 81 75 81 64 59 69 81 
51 73 63 54 94 60 57 74 

94 50 56 69 92 87 96 67 
94 78 82 92 95 86 96 82 
60 98 58 71 56 55 99 99 
81 87 81 78 91 59 78 94 
54 71 68 59 92 84 88 60 
79 55 64 85 59 56 97 83 
74 84 74 79 79 73 98 89 
79 90 60 86 52 74 82 74 

87 69 85 56 57 84 91 79 
53 89 52 87 82 59 54 84 
91 57 71 74 83 69 80 92 
86 61 74 81 67 92 99 57 
70 56 64 95 62 74 80 96 
66 76 69 52 92 52 75 59 
74 73 61 56 63 66 99 67 
75 61 64 72 82 93 67 64 

93 91 71 89 81 94 83 79 
82 94 95 53 98 69 94 85 
83 59 84 74 63 97 52 52 
69 89 54 63 96 50 65 64 
88 94 65 98 89 59 53 86 
99 64 61 80 86 60 53 74 
74 65 62 89 59 99 94 91 
51 72 54 51 78 53 56 76 


