
2
8


84 89 
95 89 
57 94 
66 59 
96 71 
87 92 
66 88 
78 57 


88 55 80 50 88 79 86 89 
57 89 71 54 88 55 65 50 
60 58 66 54 71 64 74 94 
84 83 57 64 67 69 64 82 
67 68 81 81 64 63 59 90 
71 63 59 73 85 71 51 58 
62 54 77 79 73 59 78 66 
83 75 77 92 88 83 92 61 

67 85 66 57 89 74 66 90 
56 72 76 52 50 60 68 54 
62 88 97 51 95 84 56 60 
58 81 96 76 73 97 86 75 
52 87 84 88 50 62 58 58 
51 87 83 53 74 54 79 69 
76 63 75 97 92 83 75 88 
92 53 70 89 62 71 61 72 


