
6
9


74 78 96 89 63 75 
63 62 78 78 79 57 
51 77 87 67 63 58 
94 81 93 89 66 53 
85 84 61 55 57 82 
96 69 89 59 71 98 
62 65 81 95 64 91 
61 93 65 77 54 61 
59 94 98 52 76 73 


72 60 93 57 77 56 59 53 90 
68 93 84 85 54 84 83 61 86 
83 97 88 50 87 92 91 73 85 
85 79 85 60 81 99 76 61 61 
50 60 76 64 88 73 68 95 82 
98 89 90 95 95 63 73 59 65 
68 90 51 53 85 74 53 63 73 
97 66 67 86 59 91 69 65 76 
82 56 73 62 61 90 62 88 82 

66 67 80 80 57 96 77 56 96 
72 83 94 50 53 96 57 52 76 
77 89 92 82 98 67 96 56 68 
80 98 71 81 91 94 65 57 84 
67 64 88 59 65 51 60 80 99 
89 81 67 80 50 90 70 93 56 
70 75 57 93 90 95 72 79 70 
74 77 65 66 99 99 97 54 63 
68 51 64 57 98 84 87 71 51 

64 52 67 79 69 84 95 70 59 
73 74 94 97 86 86 88 58 99 
53 73 58 88 56 62 82 71 77 
84 96 89 83 70 76 67 93 84 
78 95 70 58 74 74 85 94 80 
54 95 80 86 66 90 76 54 93 
93 56 58 50 80 81 73 80 96 
63 83 95 80 57 73 85 69 68 
97 74 74 72 74 53 90 63 81 

99 79 53 69 70 57 81 87 50 
62 97 88 75 72 89 64 81 99 
57 89 62 54 86 73 67 71 79 
57 55 92 90 80 60 68 81 95 
52 51 60 68 79 53 77 64 90 
62 96 91 85 64 70 74 96 68 
60 72 61 77 55 96 50 77 64 
87 97 76 67 70 86 88 58 74 
93 88 86 50 66 93 76 80 89 

80 98 92 72 94 62 83 67 76 
92 89 94 96 61 67 60 60 85 
93 99 75 87 88 71 89 71 92 
84 69 63 61 82 68 99 93 61 
50 62 89 87 90 66 51 96 53 
58 54 80 98 90 80 55 61 56 
89 54 50 62 54 53 95 58 53 
67 84 59 57 91 77 66 87 52 
52 88 74 60 64 97 73 50 73 

54 58 87 79 63 79 77 50 94 
58 91 50 63 99 67 75 65 80 
50 73 58 65 51 75 80 94 52 
52 71 73 76 77 96 78 78 76 
71 79 67 86 53 60 62 88 88 
62 74 68 74 97 72 88 53 95 
58 69 76 97 86 62 68 68 61 
91 61 65 75 97 86 57 75 70 
65 69 77 56 92 50 81 50 55 


