
2
11


57 97 
60 73 
53 85 
78 55 
77 81 
51 92 
65 97 
91 54 
78 66 
58 56 
73 64 


97 79 74 69 53 68 52 65 58 89 86 
99 52 82 71 83 79 62 99 71 58 59 
87 64 98 78 62 57 52 58 68 51 71 
59 84 96 93 87 72 65 77 56 68 63 
72 62 63 98 90 94 53 84 91 72 52 
70 90 51 77 66 75 87 53 84 77 86 
77 76 78 71 96 88 60 90 65 59 59 
80 82 99 53 73 89 80 96 81 99 85 
97 66 58 57 95 73 98 83 82 98 84 
76 68 89 58 66 72 51 81 50 75 60 
66 63 64 82 97 60 63 66 60 89 85 

83 95 85 93 64 92 84 53 95 63 52 
60 61 94 66 99 90 51 93 85 96 67 
79 54 73 92 88 77 50 68 52 72 84 
59 55 59 79 68 78 55 93 51 77 55 
87 51 60 65 69 62 96 80 64 93 63 
60 55 59 81 87 61 68 95 73 67 99 
96 53 93 79 69 90 60 81 73 58 77 
77 90 55 58 80 51 77 70 85 65 56 
56 71 59 52 59 54 78 82 50 74 59 
96 78 88 75 70 70 54 85 73 64 89 
76 94 97 95 77 52 90 59 57 50 93 


