0,148,47,23,137,91,38,137,1,60,69,92,82,141,13,122,41,14,64,87,38,3,24,72,102,73,0
0,15,5,11,8,3,12,3,19,5,7,12,6,9,13,15,16,8,4,8,9,9,15,5,3,2,0
0,272,119,117,201,175,130,225,114,150,222,128,196,266,150,201,76,146,82,155,57,117,176,120,195,128,272
0,283,123,125,207,178,139,228,128,154,227,137,201,273,160,212,88,152,85,161,64,124,187,124,198,130,283
0,16,16,2,7,8,18,15,8,12,17,20,8,11,3,10,2,14,7,15,7,12,3,4,12,16,0
0,1.4545,4,0.25,1.1667,2.6667,2,5,0.57143,3,3.4,2.2222,1.6,1.5714,0.3,0.90909,0.16667,2.3333,2.3333,2.5,1,1.7143,0.27273,1,4,8,0
0,8,4,8,10,10,2,3,4,4,8,6,2,3,8,9,8,8,8,6,8,10,6,8,10,9,0
0,0,7,6,6,5,3,6,3,9,6,3,5,6,3,10,9,3,5,9,3,6,2,2,2,10,0
0,5,0,9,7,2,3,5,7,6,6,9,6,5,3,6,2,8,8,8,9,8,5,9,10,6,0
0,7,9,0,8,4,7,4,7,2,8,2,9,8,4,2,3,3,8,3,2,8,3,8,8,5,0
0,7,7,10,0,8,5,3,4,2,9,5,10,6,3,9,6,3,4,10,2,2,5,7,8,3,0
0,9,5,7,6,0,5,3,8,9,7,2,5,10,5,4,4,9,2,2,6,8,9,5,5,3,0
0,5,9,4,10,6,0,10,5,2,10,8,6,5,9,4,6,3,9,7,3,6,2,2,7,8,0
0,3,4,8,4,10,9,0,5,7,3,10,7,7,9,10,5,5,9,2,5,10,8,8,6,3,0
0,3,3,4,10,10,4,4,0,2,8,3,4,5,8,2,9,9,9,4,9,4,7,5,5,2,0
0,7,5,10,4,4,6,4,8,0,10,6,9,2,5,2,2,7,8,8,8,2,7,8,7,10,0
0,9,2,3,3,2,7,4,3,2,0,10,4,7,8,2,7,4,2,5,10,3,9,7,8,8,0
0,9,3,8,3,4,7,7,5,8,10,0,9,3,8,4,3,8,8,10,6,6,4,8,9,6,0
0,5,3,6,4,4,8,3,8,7,8,5,0,6,9,7,4,6,3,4,8,9,3,8,7,5,0
0,6,4,9,7,9,7,6,3,9,10,3,8,0,8,4,9,8,7,4,7,10,2,8,3,8,0
0,2,9,8,7,4,7,4,5,9,2,10,2,6,0,4,10,4,5,2,4,2,10,3,3,5,0
0,3,9,3,5,3,5,4,2,2,6,5,3,7,3,0,9,3,2,7,6,2,7,9,9,3,0
0,4,6,10,2,9,5,3,4,5,9,5,2,5,4,10,0,2,8,6,5,5,9,6,5,2,0
0,7,3,10,3,2,8,2,9,6,2,7,2,10,8,9,10,0,8,6,4,4,7,3,8,10,0
0,8,2,6,5,5,6,5,6,8,5,8,4,3,2,10,4,9,0,10,6,7,5,2,6,7,0
0,4,6,3,2,10,3,3,4,2,5,4,6,9,2,3,3,8,10,0,10,3,10,9,6,4,0
0,5,10,8,9,2,5,2,3,7,8,4,7,4,3,8,2,9,3,5,0,4,6,10,6,2,0
0,5,7,4,7,2,3,6,10,2,2,9,3,8,7,6,10,9,3,5,6,0,7,10,10,7,0
0,6,7,3,9,4,9,4,9,4,8,4,10,6,5,7,3,2,10,4,10,10,0,8,9,2,0
0,2,6,10,6,9,6,2,10,2,7,8,2,2,7,9,10,5,4,10,9,6,8,0,10,8,0
0,5,2,3,7,6,10,4,6,5,6,10,10,3,2,7,2,5,9,3,7,9,7,6,0,7,0
0,2,3,8,8,3,7,9,9,8,6,9,2,2,6,3,8,9,5,9,9,4,3,3,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
