0,88,127,28,202,78,38,80,104,158,10,44,117,126,29,157,132,36,126,153,172,96,198,70,96,97,0
0,20,13,16,2,3,13,5,11,7,4,18,17,10,12,11,13,18,8,10,20,17,10,12,6,20,0
0,228,188,54,295,195,125,252,258,186,186,190,158,244,193,292,230,160,174,333,321,123,304,92,134,282,333
0,242,198,66,297,198,135,256,266,191,189,203,170,251,202,300,240,173,180,340,335,135,311,101,139,296,340
0,10,16,20,4,6,18,10,15,3,15,15,3,12,18,9,13,2,3,13,11,13,12,18,18,4,0
0,0.71429,1.6,1.6667,2,2,1.8,2.5,1.875,0.6,5,1.1538,0.25,1.7143,2,1.125,1.3,0.15385,0.5,1.8571,0.78571,1.0833,1.7143,2,3.6,0.28571,0
0,2,3,3,7,4,8,3,3,6,5,2,10,8,5,3,10,6,7,2,4,7,10,8,3,2,0
0,0,8,5,7,3,7,7,10,3,6,2,6,6,4,3,5,4,10,7,5,8,10,6,6,6,0
0,3,0,2,8,5,4,8,7,8,9,9,5,8,6,7,9,3,7,6,10,9,9,3,7,3,0
0,5,3,0,7,7,4,8,9,2,7,3,8,2,2,9,5,7,5,4,4,2,7,8,4,6,0
0,6,7,4,0,4,6,3,4,2,4,9,10,5,2,8,6,7,2,8,5,3,7,6,2,9,0
0,2,5,2,3,0,8,4,5,2,6,8,6,3,10,3,7,8,9,3,4,6,4,3,7,4,0
0,8,5,8,10,10,0,6,2,9,6,10,2,5,2,7,7,4,10,10,8,4,10,8,8,8,0
0,2,9,2,9,5,4,0,5,2,9,9,9,2,10,10,3,4,8,7,9,4,3,2,5,6,0
0,2,10,2,4,7,7,5,0,9,6,3,5,3,4,9,2,4,7,8,9,5,5,7,2,3,0
0,5,9,4,2,3,8,8,5,0,4,6,3,4,2,5,10,10,3,7,3,9,8,10,8,9,0
0,9,3,9,7,9,8,3,3,3,0,8,7,6,6,7,8,8,5,4,9,5,4,9,6,8,0
0,7,6,5,9,7,2,8,7,9,10,0,10,5,3,7,6,7,10,10,7,9,7,9,3,8,0
0,7,4,6,7,7,6,10,6,5,4,6,0,6,7,4,3,5,7,7,10,7,6,9,10,4,0
0,6,10,8,2,7,5,8,9,9,9,9,8,0,9,9,4,10,5,4,4,6,6,4,5,2,0
0,3,3,3,10,4,4,3,7,7,7,6,3,8,0,4,6,7,4,6,9,9,4,2,2,8,0
0,10,6,8,8,2,3,8,10,2,4,6,6,4,7,0,9,5,7,6,6,10,7,4,3,2,0
0,5,6,6,5,9,5,3,9,6,4,4,9,8,3,7,0,7,4,7,9,8,3,2,7,6,0
0,9,9,10,9,8,4,6,3,6,8,3,5,2,7,9,2,0,9,7,3,6,2,7,3,7,0
0,3,9,10,5,5,6,5,10,9,10,6,10,2,5,2,2,6,0,5,10,2,3,8,9,3,0
0,3,8,8,7,6,8,4,4,10,10,9,8,6,3,3,4,3,8,0,10,6,8,9,2,7,0
0,7,3,3,10,5,6,7,8,8,9,2,6,5,10,10,8,7,5,8,0,10,7,7,6,4,0
0,7,10,9,9,4,6,2,7,6,4,10,5,8,3,2,2,3,8,3,7,0,2,9,2,7,0
0,4,9,6,9,9,7,3,5,7,6,8,4,10,6,10,5,2,4,10,9,4,0,6,3,10,0
0,7,10,5,8,2,2,10,8,10,9,2,4,10,8,6,3,2,5,3,4,4,3,0,2,9,0
0,7,8,9,7,10,3,3,10,8,6,3,4,4,4,5,3,9,7,6,10,5,7,6,0,5,0
0,4,6,7,9,7,10,6,4,8,3,8,10,7,10,5,8,4,9,10,7,10,9,3,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
