20	10								
28	18	38	11	97	23	90	52	79	63
50	30	75	82	38	39	28	84	48	57
75	50	33	58	56	41	51	29	75	97
65	42	66	29	36	29	10	84	14	67
84	68	42	41	86	23	95	30	73	97
33	72	79	85	81	51	72	19	48	48
91	66	87	88	97	36	21	59	61	4
51	23	100	93	48	84	74	7	98	55
58	61	17	54	25	71	52	47	49	86
44	27	40	19	34	33	3	89	39	66
70	94	7	19	31	48	38	48	73	34
60	38	34	55	63	28	70	35	68	88
39	33	53	87	2	6	51	42	93	67
72	35	45	20	84	23	10	34	8	48
100	71	80	89	47	15	90	33	97	26
79	23	57	54	70	99	85	5	9	4
14	23	36	79	4	65	78	51	95	79
3	32	81	26	19	59	80	90	44	33
68	33	94	37	33	74	64	50	22	17
94	17	54	27	55	34	7	56	10	41
