50	10								
100	72	76	100	16	9	5	87	34	15
19	3	19	68	29	22	16	13	87	70
70	56	39	71	29	91	100	86	88	99
50	93	100	71	84	64	67	29	28	81
80	97	3	10	14	32	92	67	72	68
47	59	29	3	26	20	50	26	1	70
40	63	69	21	56	73	56	10	46	40
84	80	68	82	4	45	100	96	29	67
85	46	59	35	68	84	89	18	97	58
60	60	2	50	90	20	78	56	62	27
78	64	21	5	85	55	15	23	36	87
98	31	42	73	83	48	71	49	72	30
4	57	30	11	67	4	82	77	98	21
45	45	25	45	7	59	88	42	57	81
73	94	83	59	1	72	65	62	45	76
77	84	11	82	10	9	67	27	43	8
22	66	5	77	97	28	61	82	62	96
90	51	87	27	65	76	67	20	75	67
12	92	43	21	92	64	94	67	60	46
9	76	62	46	71	65	76	65	30	38
29	12	71	70	46	96	12	70	76	19
83	15	73	32	51	6	3	29	3	24
83	95	87	29	46	67	89	73	69	33
83	46	82	2	55	54	85	3	20	57
11	32	15	27	2	43	23	79	28	29
10	74	73	99	54	89	83	5	28	90
73	40	4	20	51	18	37	18	61	75
85	30	58	89	48	15	82	77	2	3
56	63	26	87	53	8	80	46	5	62
59	67	73	65	60	61	94	86	38	1
70	66	80	32	93	56	26	41	21	9
4	66	79	43	39	83	55	25	62	13
51	42	90	85	84	29	73	8	95	57
18	30	61	67	57	60	25	10	20	95
61	9	3	2	61	18	44	78	38	74
25	91	31	2	14	97	91	84	88	26
84	8	95	61	85	41	88	4	86	51
74	2	24	42	33	24	62	13	62	10
33	7	62	68	42	41	78	67	99	6
38	43	2	4	62	95	76	91	67	78
43	98	28	51	43	84	13	71	64	81
15	19	50	30	75	90	94	35	51	83
75	98	42	67	24	63	15	45	92	44
29	60	80	86	70	13	100	86	88	6
14	49	78	93	45	94	35	46	18	85
29	20	27	66	70	95	7	11	75	52
73	19	33	36	93	21	44	51	4	24
87	79	52	85	24	89	50	4	37	50
86	99	31	25	78	10	41	66	35	1
2	41	41	88	6	77	89	80	21	54
