75	20																		
3	64	92	79	4	67	69	89	50	9	2	7	42	87	4	93	7	21	14	29
71	63	89	2	95	21	27	56	31	17	24	5	56	22	71	83	71	31	80	47
4	39	31	64	41	85	30	58	81	92	19	59	78	7	62	74	7	99	47	35
33	3	86	65	46	44	23	69	81	95	5	16	63	77	70	88	46	35	82	93
13	90	44	27	42	10	72	88	34	13	23	51	91	95	12	76	41	77	78	45
23	62	25	100	81	17	68	36	70	55	41	62	67	46	30	10	72	84	52	37
68	4	69	56	45	29	30	64	44	59	50	72	19	40	92	88	45	43	46	45
77	27	44	95	37	29	100	45	36	85	69	30	3	15	90	35	88	64	27	66
6	68	42	39	87	29	44	76	51	18	39	9	99	30	40	98	57	84	87	24
34	87	81	37	51	66	56	81	17	70	27	8	10	71	86	51	31	64	44	67
65	70	2	63	7	99	51	9	90	77	26	50	68	50	93	92	15	88	40	68
29	28	73	14	60	15	72	34	50	100	53	83	26	3	55	45	38	70	42	27
82	97	86	15	41	25	87	53	1	25	50	81	64	90	89	58	56	43	42	67
2	38	58	14	3	65	88	90	72	62	84	43	87	98	36	5	48	70	57	35
94	37	31	83	26	96	92	94	19	47	48	91	24	37	64	85	18	36	30	6
89	5	72	23	16	3	40	37	21	42	58	75	31	43	66	19	96	52	27	78
40	78	75	55	2	98	1	19	83	33	57	67	87	78	58	58	38	54	41	74
28	16	55	29	38	16	66	63	35	30	12	67	96	27	82	74	22	3	90	43
57	6	55	18	4	19	53	17	31	69	15	97	88	100	6	66	54	84	14	58
56	59	42	20	5	92	3	54	51	11	83	6	19	35	22	58	62	10	83	17
82	10	9	59	71	47	84	74	99	42	59	68	67	92	47	97	3	16	86	45
12	21	72	83	56	19	89	100	6	74	10	80	38	57	23	57	54	62	43	89
52	77	74	66	40	69	34	79	25	42	27	67	61	40	18	37	22	35	95	24
32	90	82	7	27	83	61	86	38	6	29	76	90	78	23	60	36	45	8	46
6	94	88	27	48	73	38	19	47	54	56	82	6	33	56	75	50	29	77	81
53	52	10	77	56	73	57	1	84	95	78	82	13	88	59	54	45	48	16	75
71	46	90	47	12	7	51	38	19	47	46	100	41	57	100	97	24	87	70	3
50	5	30	86	22	100	10	43	57	80	11	13	26	35	66	98	23	77	31	26
30	33	34	5	65	65	30	42	86	12	57	59	40	37	23	33	96	30	62	67
24	98	2	10	29	43	83	14	69	58	32	92	65	81	30	95	62	76	87	99
66	93	57	28	24	3	69	66	92	62	9	94	63	84	35	38	58	8	30	52
17	34	47	16	87	36	10	26	64	91	87	67	18	88	11	43	45	43	40	80
64	64	45	53	78	59	55	48	22	36	89	43	42	61	57	14	9	22	90	63
17	51	51	44	82	14	77	14	27	16	64	76	71	95	95	81	60	14	78	6
12	85	87	18	12	69	75	27	65	72	86	45	66	6	75	98	35	11	28	39
11	84	3	30	4	17	73	17	47	71	51	55	12	37	71	46	94	29	88	16
98	91	70	59	17	73	18	38	9	6	85	36	21	56	79	28	23	10	32	17
86	73	89	11	37	80	85	71	12	94	36	42	29	54	24	75	34	23	58	47
10	22	82	15	77	6	71	20	41	77	76	54	96	48	55	41	62	59	90	35
