20	10								
96	80	56	48	14	88	50	15	67	65
25	44	10	41	64	52	19	28	72	27
76	62	48	54	47	35	72	54	27	56
41	6	3	33	77	44	43	50	19	43
65	91	75	30	47	55	51	1	36	73
81	69	65	93	61	3	44	17	6	14
49	9	12	54	75	66	34	12	32	6
93	89	31	14	37	57	33	96	32	45
39	83	55	32	18	9	93	65	75	73
52	46	64	13	54	62	45	80	19	65
72	4	29	94	85	51	29	65	50	16
55	43	47	32	87	97	41	86	17	30
8	91	81	93	14	86	64	42	70	3
27	11	94	38	33	67	8	55	99	18
34	86	87	10	64	30	47	51	69	26
15	5	39	23	16	1	57	55	62	35
59	55	43	49	23	25	51	72	9	1
93	4	43	5	84	55	22	78	31	11
20	91	73	41	100	38	75	9	76	71
59	13	93	26	11	7	66	42	54	99
