30	10								
12	89	69	94	22	31	22	95	36	38
55	2	94	19	43	74	72	10	99	16
34	78	27	40	21	17	15	62	96	63
100	14	23	42	52	18	29	70	21	47
41	92	88	52	99	41	68	22	57	66
24	62	19	35	24	49	100	65	13	41
29	34	38	72	29	83	44	91	65	100
89	62	32	54	93	59	8	24	86	66
23	34	89	66	10	48	27	11	94	45
81	57	35	78	23	66	1	3	77	14
72	47	75	27	66	64	30	49	42	7
10	15	26	12	98	12	53	81	46	3
47	54	58	73	44	87	87	98	34	15
13	27	29	85	29	64	62	62	79	74
49	57	24	44	18	97	59	75	17	22
50	11	93	53	52	13	51	76	87	95
99	87	85	9	87	98	34	22	66	11
7	8	90	95	29	79	70	79	6	58
48	100	74	60	74	19	21	6	77	84
96	86	19	15	45	1	90	49	98	80
68	73	55	13	28	16	57	20	76	71
53	38	4	43	11	49	12	91	47	3
57	13	12	12	21	68	2	80	9	28
37	79	92	35	63	13	58	36	65	94
39	49	57	23	53	80	42	29	52	33
36	54	59	69	62	12	77	37	87	47
63	35	26	38	47	82	89	34	1	93
60	28	1	51	94	86	42	75	76	77
2	51	79	74	51	28	78	87	81	35
45	94	42	9	70	4	52	54	16	27
