30	10								
54	2	2	75	39	97	70	5	40	16
51	69	31	100	25	58	30	3	18	64
44	18	6	6	9	96	52	31	52	14
66	95	42	1	21	65	24	78	20	81
18	53	28	61	84	52	33	31	14	35
100	39	72	19	44	66	8	59	80	94
51	86	28	56	13	22	51	99	51	8
88	95	45	83	5	30	81	49	86	46
41	24	93	33	70	84	66	50	11	87
92	78	9	47	39	48	65	79	49	4
12	95	32	60	53	44	63	28	66	53
98	31	39	91	7	38	10	2	4	60
11	53	83	29	85	31	55	100	16	10
16	22	32	21	96	42	88	100	12	31
13	80	5	57	15	99	76	56	85	87
83	41	11	64	16	26	98	77	59	60
17	78	85	87	16	29	88	16	20	41
59	8	26	77	4	84	64	62	56	14
44	79	34	85	86	25	76	21	94	49
31	63	50	39	20	32	34	9	39	85
44	37	88	43	50	17	52	38	8	17
9	74	81	55	50	13	82	100	69	89
90	31	8	79	55	59	52	59	83	75
29	33	42	54	5	93	5	38	32	70
81	66	79	36	75	32	36	2	68	77
53	58	82	91	21	65	28	53	39	95
40	72	13	79	9	39	90	9	37	3
66	90	75	45	59	46	98	99	26	55
16	3	46	2	79	11	26	47	88	58
78	97	19	22	5	79	90	57	54	68
