30	10								
40	16	50	59	100	78	38	76	9	68
39	3	35	70	65	80	40	49	52	50
31	56	88	71	83	69	48	98	88	96
65	77	58	66	86	93	69	49	85	51
11	5	75	12	56	64	20	6	83	49
48	56	41	55	3	94	11	87	78	48
47	60	16	67	61	36	36	62	13	74
67	100	3	85	70	19	58	87	61	51
32	47	40	47	66	85	99	50	19	45
27	97	84	30	68	28	26	98	88	96
81	12	1	88	63	32	38	82	68	61
58	56	53	88	100	8	57	92	39	45
38	30	81	51	70	28	10	93	53	45
14	13	1	84	97	69	20	68	19	83
70	98	83	22	27	44	93	46	91	45
75	30	45	64	13	47	6	49	57	21
69	41	37	12	3	81	92	25	24	36
47	92	28	4	28	3	32	85	8	94
52	7	97	56	90	60	37	42	19	15
58	11	18	100	47	24	41	48	51	65
61	69	45	17	4	31	83	32	68	5
63	22	5	77	99	19	99	37	92	19
63	25	83	78	89	66	8	57	89	56
42	86	8	83	39	26	99	75	60	67
51	100	42	53	10	66	19	2	24	41
100	90	68	91	46	5	59	11	10	44
42	41	76	76	61	52	44	78	40	57
83	24	14	100	26	41	19	18	21	12
5	84	57	6	60	91	18	83	44	87
69	35	72	62	90	8	44	67	4	77
